date	depth	temp	cond	do	turb	chl	batv	
233.2083	20.163	14.260	205.000	3.950	8.700	1.700	11.800	
233.2292	20.167	14.300	206.000	3.870	8.100	1.600	11.800	
233.2500	20.157	14.340	205.000	3.810	8.600	5.000	11.800	
233.2708	20.177	14.380	205.000	3.750	8.000	3.600	11.900	
233.2917	20.187	14.430	206.000	3.700	7.300	1.500	11.800	
233.3125	20.186	14.510	206.000	3.680	7.000	1.700	11.900	
233.3333	20.158	14.580	207.000	3.650	5.300	1.300	11.800	
233.3542	20.183	14.620	207.000	3.600	5.100	1.100	11.800	
233.3750	20.185	14.670	208.000	3.520	6.200	1.300	11.800	
233.3958	20.204	14.700	207.000	3.450	4.800	1.400	11.900	
233.4167	20.211	14.740	207.000	3.360	4.800	1.200	11.900	
233.4375	20.194	14.780	209.000	3.290	3.600	1.200	11.800	
233.4583	20.189	14.820	207.000	3.180	4.600	1.500	11.800	
233.4792	20.212	14.850	209.000	3.120	5.100	1.800	11.800	
233.5000	20.195	14.900	208.000	3.040	4.600	1.000	11.900	
233.5208	20.206	14.970	210.000	2.950	4.400	0.900	11.800	
233.5417	20.204	15.050	210.000	2.860	4.300	1.000	11.800	
233.5625	20.198	15.170	211.000	2.770	4.300	1.700	11.800	
233.5833	20.199	15.300	212.000	2.730	4.700	0.600	11.800	
233.6042	20.203	15.460	212.000	2.710	4.300	1.700	11.800	
233.6250	20.224	15.600	213.000	2.700	4.900	0.700	11.800	
233.6458	20.208	15.710	213.000	2.720	4.500	1.100	11.800	
233.6667	20.206	15.860	215.000	2.770	4.500	1.700	11.800	
233.6875	20.220	15.980	216.000	2.850	4.800	0.900	11.800	
233.7083	20.222	16.130	216.000	2.980	4.200	1.800	11.800	
233.7292	20.208	16.270	217.000	3.120	3.400	0.800	11.900	
233.7500	20.211	16.420	217.000	3.260	4.000	0.700	11.900	
233.7708	20.201	16.550	218.000	3.400	3.600	0.900	11.800	
233.7917	20.215	16.710	218.000	3.570	4.300	0.500	11.800	
233.8125	20.220	16.900	219.000	3.800	4.700	1.300	11.800	
233.8333	20.216	17.160	221.000	4.100	3.900	1.200	11.800	
233.8542	20.211	17.420	221.000	4.340	3.500	0.900	11.800	
233.8750	20.205	17.710	224.000	4.630	3.500	1.400	11.900	
233.8958	20.208	18.000	223.000	4.890	4.000	0.600	11.800	
233.9167	20.220	18.290	226.000	5.120	3.600	1.100	11.800	
233.9375	20.233	18.440	226.000	5.260	3.500	0.400	11.800	
233.9583	20.216	18.660	226.000	5.450	4.300	0.700	11.900	
233.9792	20.205	18.800	227.000	5.540	3.400	1.000	11.800	
234.0000	20.209	19.000	229.000	5.680	3.600	1.100	11.800	
234.0208	20.213	19.160	229.000	5.790	3.300	0.700	11.900	
234.0417	20.214	19.240	230.000	5.810	4.000	0.700	11.800	
234.0625	20.221	19.250	230.000	5.830	3.300	1.100	11.800	
234.0833	20.214	19.150	230.000	5.720	2.600	0.800	11.800	
234.1042	20.209	18.850	228.000	5.540	2.600	0.500	11.800	
234.1250	20.229	18.840	227.000	5.460	4.500	0.500	11.900	
234.1458	20.222	18.960	228.000	5.470	3.300	0.400	11.900	
234.1667	20.226	18.490	226.000	5.160	2.600	1.700	11.800	
234.1875	20.235	18.470	226.000	5.080	3.200	1.100	11.800	
234.2083	20.237	18.390	226.000	5.000	4.400	0.700	11.800	
234.2292	20.225	18.280	225.000	4.930	2.900	1.400	11.900	
234.2500	20.244	18.210	226.000	4.850	2.900	1.700	11.800	
234.2708	20.227	18.150	225.000	4.760	4.700	1.500	11.800	
234.2917	20.223	18.090	224.000	4.680	3.200	1.000	11.800	
234.3125	20.237	17.860	223.000	4.490	4.500	1.500	11.800	
234.3333	20.244	17.790	224.000	4.400	3.400	1.200	11.900	
234.3542	20.236	17.810	222.000	4.380	4.000	1.200	11.800	
234.3750	20.237	17.740	223.000	4.270	4.000	1.400	11.800	
234.3958	20.240	17.610	222.000	4.170	3.900	0.800	11.800	
234.4167	20.264	17.570	223.000	4.100	3.700	0.700	11.800	
234.4375	20.263	17.530	223.000	4.100	4.300	0.00	11.900	
234.4583	20.244	17.440	221.000	4.010	4.200	0.700	11.900	
234.4792	20.241	17.420	222.000	3.930	5.100	0.700	11.800	
234.5000	20.230	17.530	222.000	4.000	7.000	0.500	11.900	
234.5208	20.180	17.590	223.000	4.080	5.800	0.400	11.900	
234.5417	20.110	18.010	226.000	4.400	3.600	0.00	11.800	
234.5625	20.169	17.480	222.000	4.050	1.700	0.400	11.900	
234.5833	20.243	17.450	222.000	3.980	3.200	1.100	11.800	
234.6042	20.218	17.170	220.000	3.760	2.600	0.600	11.800	
234.6250	20.225	16.930	219.000	3.590	5.900	1.200	11.800	
234.6458	20.208	16.830	219.000	3.380	3.200	1.400	11.800	
234.6667	20.206	16.730	218.000	3.360	4.500	1.500	11.800	
234.6875	20.225	16.580	218.000	3.240	2.300	0.900	11.900	
234.7083	20.252	16.460	217.000	3.190	4.100	1.900	11.800	
234.7292	20.254	16.560	218.000	3.180	4.900	1.400	11.800	
234.7500	20.261	16.590	218.000	3.190	5.500	0.800	11.800	
234.7708	20.211	16.590	219.000	3.180	6.200	1.300	11.900	
234.7917	20.182	16.570	217.000	3.190	4.700	0.700	11.800	
234.8125	20.190	16.600	218.000	3.220	3.900	0.500	11.800	
234.8333	20.216	16.480	217.000	3.140	4.300	0.200	11.900	
234.8542	20.238	16.450	216.000	3.150	4.800	1.300	11.900	
234.8750	20.231	16.540	216.000	3.170	6.100	0.700	11.800	
234.8958	20.217	16.570	217.000	3.180	4.900	0.600	11.800	
234.9167	20.189	16.510	216.000	3.120	4.200	1.400	11.800	
234.9375	20.215	16.500	217.000	3.110	7.100	1.200	11.800	
234.9583	20.228	16.450	217.000	3.070	5.300	0.800	11.800	
234.9792	20.228	16.200	215.000	2.960	4.600	0.600	11.900	
235.0000	20.217	16.150	215.000	2.920	4.700	0.900	11.800	
235.0208	20.183	16.170	214.000	2.930	5.000	1.000	11.800	
235.0417	20.195	16.170	216.000	2.960	4.300	0.900	11.800	
235.0625	20.225	16.060	215.000	2.890	4.700	1.000	11.900	
235.0833	20.230	15.950	214.000	2.820	4.200	1.700	11.800	
235.1042	20.209	15.900	214.000	2.720	5.400	1.000	11.800	
235.1250	20.213	15.870	213.000	2.780	4.800	1.100	11.800	
235.1458	20.186	15.870	213.000	2.800	5.200	1.400	11.800	
235.1667	20.182	15.790	213.000	2.710	5.600	1.500	11.900	
235.1875	20.211	15.760	213.000	2.690	5.100	1.000	11.900	
235.2083	20.204	15.760	214.000	2.670	5.000	1.400	11.800	
235.2292	20.197	15.740	213.000	2.580	5.000	0.400	11.800	
235.2500	20.205	15.750	212.000	2.680	6.200	1.200	11.900	
235.2708	20.224	15.720	213.000	2.700	5.400	0.900	11.800	
235.2917	20.188	15.730	212.000	2.660	4.800	1.800	11.800	
235.3125	20.215	15.720	214.000	2.650	3.800	1.200	11.800	
235.3333	20.208	15.750	213.000	2.660	3.000	1.300	11.800	
235.3542	20.214	15.760	214.000	2.660	5.300	1.500	11.800	
235.3750	20.248	15.790	214.000	2.650	4.800	1.300	11.900	
235.3958	20.286	15.810	215.000	2.660	3.900	1.300	11.800	
235.4167	20.307	15.830	213.000	2.710	3.600	0.600	11.800	
235.4375	20.241	15.950	214.000	2.670	4.000	1.400	11.800	
235.4583	20.248	16.040	215.000	2.660	3.700	1.500	11.900	
235.4792	20.199	16.250	217.000	2.680	3.200	1.000	11.900	
235.5000	20.190	16.340	216.000	2.690	4.500	0.500	11.800	
235.5208	20.196	16.510	219.000	2.900	9.200	0.900	11.800	
235.5417	20.210	17.140	222.000	2.950	4.700	0.600	11.800	
235.5625	20.171	18.320	229.000	3.860	6.700	0.200	11.800	
235.5833	20.212	17.990	227.000	3.460	7.600	0.600	11.900	
235.6042	20.156	17.830	224.000	3.230	9.400	0.300	11.900	
235.6250	20.160	17.110	221.000	3.220	2.800	0.600	11.800	
235.6458	20.216	16.990	221.000	2.970	2.200	1.000	11.800	
235.6667	20.224	17.050	222.000	2.870	4.800	0.800	11.800	
235.6875	20.206	16.440	217.000	2.750	2.100	0.00	11.800	
235.7083	20.182	16.320	216.000	2.850	1.500	1.100	11.900	
235.7292	20.193	16.220	216.000	2.840	2.200	1.000	11.800	
235.7500	20.202	16.190	215.000	2.960	1.500	0.500	11.800	
235.7708	20.228	15.790	213.000	2.690	2.100	0.900	11.800	
235.7917	20.211	15.820	212.000	2.600	4.100	0.900	11.800	
235.8125	20.229	15.620	212.000	2.490	2.800	0.900	11.800	
235.8333	20.250	15.530	212.000	2.520	5.600	0.000	11.800	
235.8542	20.211	15.490	212.000	2.450	5.700	0.500	11.800	
235.8750	20.188	15.400	211.000	2.420	4.700	0.500	11.800	
235.8958	20.197	15.330	211.000	2.390	2.900	0.700	11.800	
235.9167	20.217	15.250	210.000	2.310	7.600	1.100	11.800	
235.9375	20.172	15.240	211.000	2.310	6.300	1.300	11.800	
235.9583	20.179	15.210	209.000	2.370	4.100	1.400	11.900	
235.9792	20.172	15.190	211.000	2.350	7.500	0.800	11.800	
236.0000	20.134	15.280	210.000	2.300	9.100	1.200	11.800	
236.0208	20.167	15.290	211.000	2.380	5.000	0.800	11.800	
236.0417	20.218	15.340	211.000	2.320	5.400	0.300	11.800	
236.0625	20.196	15.400	212.000	2.350	4.400	0.500	11.800	
236.0833	20.193	15.460	212.000	2.340	6.600	0.800	11.800	
236.1042	20.294	15.480	212.000	2.340	5.900	0.800	11.800	
236.1250	20.267	15.590	212.000	2.340	4.300	1.000	11.800	
236.1458	20.218	15.740	213.000	2.380	4.500	0.900	11.800	
236.1667	20.227	15.900	214.000	2.470	6.100	0.900	11.800	
236.1875	20.171	16.450	218.000	2.770	7.600	0.500	11.800	
236.2083	20.185	16.240	217.000	2.680	5.700	1.100	11.800	
236.2292	20.195	15.850	214.000	2.280	3.200	0.700	11.800	
236.2500	20.157	15.930	215.000	2.290	4.500	0.100	11.800	
236.2708	20.170	15.550	213.000	2.130	2.900	0.300	11.800	
236.2917	20.159	15.820	215.000	2.150	5.700	1.100	11.800	
236.3125	20.129	15.180	211.000	2.030	2.900	1.000	11.800	
236.3333	20.136	15.060	210.000	2.020	3.100	0.700	11.800	
236.3542	20.198	14.940	210.000	2.000	2.600	0.200	11.800	
236.3750	20.205	14.990	210.000	2.070	2.500	0.300	11.800	
236.3958	20.261	14.840	209.000	1.990	4.000	0.500	11.800	
236.4167	20.206	14.800	208.000	1.950	5.600	1.000	11.800	
236.4375	20.185	15.650	214.000	2.540	4.000	0.200	11.800	
236.4583	20.185	15.050	211.000	2.120	5.400	0.200	11.800	
236.4792	20.229	14.870	209.000	1.990	7.300	1.200	11.800	
236.5000	20.243	14.770	209.000	1.960	6.500	0.100	11.800	
236.5208	20.253	14.700	209.000	1.920	6.400	0.600	11.800	
236.5417	20.198	14.610	208.000	1.900	7.400	0.700	11.800	
236.5625	20.174	14.610	207.000	1.930	7.200	0.600	11.800	
236.5833	20.178	14.560	207.000	1.890	11.100	0.400	11.800	
236.6042	20.180	14.500	207.000	1.870	7.300	0.700	11.800	
236.6250	20.217	14.490	207.000	1.910	5.700	0.100	11.800	
236.6458	20.175	14.470	206.000	1.920	12.000	0.900	11.800	
236.6667	20.150	14.450	207.000	1.920	8.400	0.00	11.800	
236.6875	20.150	14.420	206.000	1.920	6.800	0.600	11.800	
236.7083	20.144	14.390	208.000	1.900	4.500	0.800	11.800	
236.7292	20.170	14.360	207.000	1.870	4.700	0.300	11.800	
236.7500	20.186	14.330	207.000	1.840	5.100	0.700	11.800	
236.7708	20.153	14.310	207.000	1.820	5.100	0.600	11.800	
236.7917	20.142	14.280	205.000	1.830	4.300	0.500	11.800	
236.8125	20.179	14.260	206.000	1.810	4.200	0.500	11.800	
236.8333	20.180	14.240	206.000	1.810	5.900	0.400	11.800	
236.8542	20.211	14.220	205.000	1.800	4.000	0.500	11.800	
236.8750	20.294	14.210	205.000	1.810	3.200	0.100	11.800	
236.8958	20.301	14.170	206.000	1.820	4.700	0.800	11.800	
236.9167	20.172	14.220	207.000	1.770	3.400	0.700	11.800	
236.9375	20.261	14.230	205.000	1.760	8.300	0.600	11.800	
236.9583	20.245	14.250	207.000	1.760	8.700	0.000	11.800	
236.9792	20.179	14.260	207.000	1.760	13.600	0.600	11.800	
237.0000	20.119	14.240	206.000	1.750	3.200	0.400	11.800	
237.0208	20.114	14.220	207.000	1.760	4.300	0.200	11.800	
237.0417	20.164	14.220	206.000	1.770	3.400	0.100	11.800	
237.0625	20.132	14.230	205.000	1.740	5.800	0.100	11.800	
237.0833	20.106	14.260	207.000	1.850	3.400	0.000	11.800	
237.1042	20.119	14.270	206.000	1.680	6.000	0.100	11.800	
237.1250	20.110	14.300	207.000	1.660	4.900	0.100	11.800	
237.1458	20.165	14.300	207.000	1.650	4.800	0.000	11.800	
237.1667	20.230	14.320	207.000	1.620	5.000	0.100	11.800	
237.1875	20.177	14.400	207.000	1.580	7.500	0.400	11.800	
237.2083	20.158	14.520	209.000	1.640	13.600	0.100	11.800	
237.2292	20.152	14.530	208.000	1.620	8.400	0.00	11.800	
237.2500	20.195	14.440	207.000	1.580	4.500	0.00	11.800	
237.2708	20.220	14.350	208.000	1.540	9.100	0.800	11.800	
237.2917	20.256	14.340	207.000	1.540	7.400	1.000	11.800	
237.3125	20.199	14.320	207.000	1.490	7.600	0.200	11.700	
237.3333	20.166	14.330	208.000	1.510	8.900	0.000	11.800	
237.3542	20.168	14.320	207.000	1.490	5.100	0.700	11.800	
237.3750	20.218	14.370	208.000	1.550	5.500	0.500	11.800	
237.3958	20.174	14.500	207.000	1.570	10.200	0.00	11.700	
237.4167	20.184	14.270	207.000	1.490	6.700	0.200	11.800	
237.4375	20.186	14.280	207.000	1.520	7.000	0.000	11.800	
237.4583	20.198	14.290	207.000	1.470	8.900	0.400	11.800	
237.4792	20.154	14.300	207.000	1.480	7.900	0.200	11.800	
237.5000	20.213	14.280	206.000	1.450	6.900	1.300	11.800	
237.5208	20.213	14.300	206.000	1.470	7.200	0.500	11.700	
237.5417	20.167	14.330	208.000	1.470	6.200	0.00	11.800	
237.5625	20.186	14.330	207.000	1.430	9.200	0.00	11.800	
237.5833	20.212	14.360	208.000	1.430	10.100	0.00	11.700	
237.6042	20.167	14.480	207.000	1.470	7.700	0.100	11.700	
237.6250	20.187	14.530	208.000	1.420	9.900	0.100	11.800	
237.6458	20.161	14.680	209.000	1.440	9.800	0.800	11.800	
237.6667	20.127	14.750	209.000	1.420	10.800	0.300	11.800	
237.6875	20.180	14.810	209.000	1.400	9.600	0.00	11.800	
237.7083	20.209	14.860	210.000	1.360	15.200	0.900	11.800	
237.7292	20.181	15.060	212.000	1.370	12.000	0.100	11.800	
237.7500	20.137	15.360	213.000	1.420	13.200	0.00	11.800	
237.7708	20.165	15.190	212.000	1.370	10.900	0.500	11.700	
237.7917	20.188	15.280	213.000	1.330	9.800	0.000	11.800	
237.8125	20.168	15.430	213.000	1.310	14.400	0.500	11.800	
237.8333	20.208	15.500	214.000	1.330	15.000	0.500	11.800	
237.8542	20.190	15.300	211.000	1.250	19.700	0.100	11.800	
237.8750	20.180	15.400	213.000	1.260	22.500	1.200	11.800	
237.8958	20.198	15.710	214.000	1.290	25.100	1.600	11.800	
237.9167	20.220	15.890	216.000	1.340	28.500	1.100	11.800	
237.9375	20.207	15.710	215.000	1.340	10.100	1.300	11.800	
237.9583	20.252	15.950	215.000	1.340	19.400	1.600	11.800	
237.9792	20.223	15.630	214.000	1.350	6.200	1.100	11.800	
238.0000	20.222	15.520	213.000	1.360	4.800	2.000	11.800	
238.0208	20.238	15.460	213.000	1.330	10.300	1.900	11.800	
238.0417	20.242	15.240	213.000	1.280	7.300	1.800	11.800	
238.0625	20.243	15.130	212.000	1.240	12.900	2.500	11.800	
238.0833	20.241	14.980	209.000	1.220	16.600	2.700	11.800	
238.1042	20.245	14.950	210.000	1.240	10.500	2.100	11.700	
238.1250	20.232	14.910	211.000	1.240	8.400	1.900	11.800	
238.1458	20.250	15.010	209.000	1.320	11.200	1.900	11.800	
238.1667	20.259	14.920	210.000	1.320	18.400	2.000	11.700	
238.1875	20.233	14.880	210.000	1.270	14.500	1.200	11.800	
238.2083	20.239	14.830	209.000	1.300	9.200	1.200	11.700	
238.2292	20.252	14.780	210.000	1.280	8.200	1.600	11.800	
238.2500	20.252	14.760	209.000	1.280	12.200	1.400	11.800	
238.2708	20.272	14.730	209.000	1.280	11.400	1.000	11.700	
238.2917	20.281	14.730	210.000	1.250	16.700	0.200	11.800	
238.3125	20.256	14.740	208.000	1.260	17.300	1.100	11.700	
238.3333	20.253	14.770	210.000	1.240	12.600	0.100	11.700	
238.3542	20.267	14.780	209.000	1.250	11.000	0.600	11.700	
238.3750	20.285	14.760	209.000	1.240	10.700	0.600	11.700	
238.3958	20.264	14.760	209.000	1.250	10.100	0.500	11.700	
238.4167	20.266	14.760	210.000	1.210	8.900	0.00	11.700	
238.4375	20.259	14.760	209.000	1.210	17.200	0.600	11.700	
238.4583	20.266	14.740	210.000	1.200	9.200	0.500	11.800	
238.4792	20.293	14.730	209.000	1.200	11.600	1.000	11.800	
238.5000	20.285	14.690	208.000	1.170	8.600	0.600	11.700	
238.5208	20.271	14.690	210.000	1.170	7.000	0.200	11.700	
238.5417	20.257	14.690	208.000	1.150	11.400	0.500	11.700	
238.5625	20.277	14.650	208.000	1.140	10.200	1.000	11.700	
238.5833	20.265	14.650	206.000	1.130	10.100	0.100	11.800	
238.6042	20.287	14.640	207.000	1.130	10.000	0.700	11.700	
238.6250	20.298	14.600	209.000	1.100	6.400	1.100	11.700	
238.6458	20.293	14.570	208.000	1.090	10.100	0.700	11.800	
238.6667	20.264	14.550	208.000	1.080	13.200	0.200	11.800	
238.6875	20.291	14.520	206.000	1.070	13.500	0.900	11.800	
238.7083	20.289	14.500	210.000	1.060	12.600	1.000	11.700	
238.7292	20.291	14.470	209.000	1.050	14.300	0.700	11.800	
238.7500	20.287	14.450	208.000	1.040	18.300	1.800	11.700	
238.7708	20.276	14.440	208.000	1.020	25.800	1.400	11.700	
238.7917	20.263	14.410	208.000	1.020	20.300	1.000	11.700	
238.8125	20.290	14.390	209.000	1.010	8.000	0.800	11.800	
238.8333	20.275	14.380	208.000	1.000	13.400	1.500	11.700	
238.8542	20.272	14.370	208.000	1.000	19.800	1.500	11.700	
238.8750	20.292	14.350	204.000	0.990	23.300	1.500	11.800	
238.8958	20.288	14.340	204.000	0.990	26.100	1.900	11.700	
238.9167	20.272	14.330	208.000	0.980	19.400	0.900	11.800	
238.9375	20.287	14.320	207.000	0.970	17.600	0.700	11.800	
238.9583	20.292	14.320	208.000	0.950	11.600	1.900	11.700	
238.9792	20.297	14.320	208.000	0.950	17.400	1.100	11.700	
239.0000	20.285	14.330	204.000	0.940	34.200	1.800	11.700	
239.0208	20.294	14.340	208.000	0.940	9.700	1.700	11.800	
239.0417	20.291	14.360	206.000	0.960	18.900	1.500	11.700	
239.0625	20.285	14.400	208.000	0.960	13.500	1.300	11.700	
239.0833	20.284	14.390	208.000	0.970	12.600	1.700	11.700	
239.1042	20.278	14.410	208.000	0.980	12.200	1.900	11.700	
239.1250	20.281	14.420	208.000	1.000	12.800	1.600	11.700	
239.1458	20.301	14.430	208.000	1.010	14.500	1.600	11.700	
239.1667	20.278	14.430	209.000	1.020	7.500	1.300	11.700	
239.1875	20.283	14.430	205.000	1.020	21.100	1.200	11.800	
239.2083	20.291	14.410	208.000	1.050	32.800	0.900	11.700	
239.2292	20.303	14.370	209.000	1.000	10.300	0.800	11.700	
239.2500	20.309	14.340	209.000	1.000	16.400	1.300	11.700	
239.2708	20.316	14.320	208.000	0.990	15.900	0.900	11.700	
239.2917	20.306	14.300	209.000	0.980	17.500	1.100	11.700	
239.3125	20.299	14.280	208.000	0.990	9.000	1.500	11.700	
239.3333	20.300	14.250	208.000	0.980	18.700	1.300	11.700	
239.3542	20.312	14.230	207.000	0.980	22.000	1.500	11.700	
239.3750	20.329	14.210	208.000	0.980	9.000	1.200	11.700	
239.3958	20.313	14.200	206.000	0.990	15.000	1.300	11.700	
239.4167	20.309	14.190	206.000	0.980	13.500	2.000	11.700	
239.4375	20.303	14.180	206.000	0.980	12.000	1.600	11.700	
239.4583	20.319	14.170	207.000	0.980	10.300	2.100	11.800	
239.4792	20.317	14.170	207.000	0.980	9.200	0.900	11.700	
239.5000	20.330	14.160	207.000	0.990	11.900	1.500	11.700	
239.5208	20.314	14.160	207.000	0.980	13.900	1.100	11.700	
239.5417	20.294	14.160	207.000	0.980	10.600	1.600	11.700	
239.5625	20.306	14.150	205.000	0.980	12.800	1.400	11.800	
239.5833	20.299	14.150	206.000	0.970	14.300	1.700	11.700	
239.6042	20.307	14.150	206.000	0.980	12.800	1.600	11.700	
239.6250	20.306	14.150	207.000	0.990	10.400	1.500	11.700	
239.6458	20.298	14.150	206.000	1.010	10.900	1.100	11.700	
239.6667	20.289	14.160	207.000	1.010	9.900	1.500	11.800	
239.6875	20.284	14.160	203.000	1.030	12.300	1.800	11.700	
239.7083	20.297	14.160	206.000	1.030	10.000	1.300	11.700	
239.7292	20.300	14.160	207.000	1.050	9.400	2.100	11.700	
239.7500	20.296	14.160	207.000	1.050	10.300	1.500	11.700	
239.7708	20.281	14.170	205.000	1.060	18.400	2.100	11.700	
239.7917	20.274	14.170	204.000	1.070	14.800	1.100	11.700	
239.8125	20.269	14.160	202.000	1.080	14.400	1.300	11.700	
239.8333	20.287	14.160	205.000	1.070	11.900	1.600	11.700	
239.8542	20.281	14.160	205.000	1.080	12.300	1.500	11.700	
239.8750	20.294	14.140	205.000	1.070	11.000	2.700	11.700	
239.8958	20.296	14.130	207.000	1.050	11.300	1.600	11.800	
239.9167	20.295	14.120	203.000	1.040	19.300	2.100	11.700	
239.9375	20.304	14.110	207.000	1.040	15.700	1.400	11.700	
239.9583	20.303	14.100	206.000	1.030	15.600	1.600	11.700	
239.9792	20.300	14.090	206.000	1.040	21.100	2.000	11.700	
240.0000	20.302	14.080	207.000	1.040	14.900	2.000	11.700	
240.0208	20.314	14.080	206.000	1.030	23.300	1.400	11.700	
240.0417	20.312	14.070	205.000	1.030	20.300	2.200	11.700	
240.0625	20.309	14.070	201.000	1.050	32.100	2.200	11.700	
240.0833	20.303	14.070	206.000	1.050	17.000	1.100	11.700	
240.1042	20.287	14.070	201.000	1.070	18.100	1.700	11.800	
240.1250	20.293	14.070	203.000	1.080	13.800	2.000	11.700	
240.1458	20.286	14.070	202.000	1.110	15.600	2.000	11.700	
240.1667	20.280	14.080	204.000	1.130	17.000	0.900	11.700	
240.1875	20.270	14.080	202.000	1.160	16.500	1.300	11.700	
240.2083	20.279	14.080	202.000	1.170	18.300	1.400	11.600	
240.2292	20.271	14.080	202.000	1.200	20.900	1.500	11.700	
240.2500	20.278	14.080	202.000	1.220	18.000	1.000	11.700	
240.2708	20.285	14.080	204.000	1.230	17.700	1.700	11.700	
240.2917	20.291	14.070	202.000	1.250	9.900	1.200	11.700	
240.3125	20.274	14.080	202.000	1.250	12.300	1.700	11.600	
240.3333	20.284	14.070	202.000	1.270	10.800	1.500	11.700	
240.3542	20.283	14.080	207.000	1.290	6.800	0.900	11.700	
240.3750	20.280	14.070	206.000	1.290	11.400	0.600	11.700	
240.3958	20.306	14.070	206.000	1.290	7.600	1.100	11.700	
240.4167	20.306	14.060	206.000	1.300	10.200	1.300	11.700	
240.4375	20.304	14.060	202.000	1.290	19.300	1.200	11.700	
240.4583	20.298	14.050	206.000	1.300	12.800	1.200	11.700	
240.4792	20.299	14.050	207.000	1.300	12.900	1.400	11.700	
240.5000	20.287	14.050	206.000	1.290	9.700	0.900	11.700	
240.5208	20.296	14.040	203.000	1.290	26.400	1.300	11.700	
240.5417	20.307	14.040	206.000	1.260	10.900	0.300	11.700	
240.5625	20.294	14.040	203.000	1.240	12.600	0.600	11.700	
240.5833	20.291	14.040	207.000	1.260	20.200	1.000	11.700	
240.6042	20.281	14.040	202.000	1.220	26.400	0.700	11.700	
240.6250	20.294	14.040	207.000	1.270	10.100	1.100	11.700	
240.6458	20.286	14.040	203.000	1.280	14.100	0.00	11.700	
240.6667	20.285	14.030	202.000	1.300	14.500	1.200	11.700	
240.6875	20.288	14.020	206.000	1.290	11.900	0.400	11.700	
240.7083	20.265	14.020	200.000	1.250	17.400	1.900	11.700	
240.7292	20.260	14.020	202.000	1.240	16.900	1.400	11.700	
240.7500	20.250	14.020	202.000	1.260	16.000	1.800	11.700	
240.7708	20.251	14.020	202.000	1.250	13.600	0.700	11.700	
240.7917	20.264	14.010	207.000	1.250	10.100	1.000	11.700	
240.8125	20.245	14.010	200.000	1.240	15.800	1.700	11.700	
240.8333	20.250	14.000	202.000	1.240	16.600	1.100	11.700	
240.8542	20.249	14.000	202.000	1.240	29.100	1.500	11.700	
240.8750	20.248	14.000	200.000	1.230	22.000	1.600	11.700	
240.8958	20.243	13.990	202.000	1.230	23.800	1.500	11.800	
240.9167	20.275	13.980	205.000	1.220	25.800	1.300	11.700	
240.9375	20.271	13.980	201.000	1.230	23.900	1.400	11.700	
240.9583	20.268	13.970	201.000	1.230	25.200	0.700	11.700	
240.9792	20.268	13.960	205.000	1.230	20.000	0.700	11.800	
241.0000	20.269	13.950	207.000	1.240	11.100	0.600	11.700	
241.0208	20.264	13.950	200.000	1.230	20.300	1.300	11.700	
241.0417	20.277	13.940	206.000	1.220	9.900	0.900	11.700	
241.0625	20.283	13.930	201.000	1.220	14.500	1.100	11.700	
241.0833	20.274	13.920	202.000	1.220	13.600	2.000	11.700	
241.1042	20.267	13.920	201.000	1.230	14.000	0.700	11.700	
241.1250	20.258	13.910	201.000	1.220	12.700	1.100	11.700	
241.1458	20.266	13.910	204.000	1.240	7.500	0.800	11.700	
241.1667	20.261	13.900	205.000	1.230	9.400	1.300	11.700	
241.1875	20.267	13.900	205.000	1.230	9.500	0.700	11.700	
241.2083	20.271	13.900	201.000	1.240	15.600	1.500	11.700	
241.2292	20.250	13.900	205.000	1.250	8.100	0.900	11.700	
241.2500	20.249	13.900	201.000	1.240	15.000	1.200	11.700	
241.2708	20.257	13.900	205.000	1.240	10.300	1.300	11.700	
241.2917	20.272	13.910	200.000	1.250	12.000	0.900	11.700	
241.3125	20.266	13.900	204.000	1.240	11.500	0.400	11.700	
241.3333	20.265	13.900	200.000	1.240	12.300	0.700	11.700	
241.3542	20.267	13.910	204.000	1.250	9.600	1.300	11.700	
241.3750	20.250	13.910	202.000	1.240	13.700	0.500	11.700	
241.3958	20.267	13.910	204.000	1.230	7.500	0.400	11.700	
241.4167	20.261	13.910	200.000	1.220	13.300	1.000	11.700	
241.4375	20.261	13.910	205.000	1.220	10.400	0.600	11.700	
241.4583	20.265	13.910	200.000	1.210	28.500	0.800	11.700	
241.4792	20.268	13.920	199.000	1.220	28.300	0.600	11.700	
241.5000	20.248	13.920	200.000	1.210	29.700	0.400	11.700	
241.5208	20.265	13.910	205.000	1.190	15.400	0.500	11.700	
241.5417	20.268	13.920	205.000	1.200	13.700	0.300	11.700	
241.5625	20.266	13.920	201.000	1.200	38.800	0.400	11.700	
241.5833	20.250	13.920	203.000	1.200	17.900	0.500	11.700	
241.6042	20.247	13.910	205.000	1.200	12.200	0.200	11.700	
241.6250	20.250	13.910	201.000	1.190	17.100	1.000	11.600	
241.6458	20.251	13.910	201.000	1.190	14.200	0.100	11.700	
241.6667	20.252	13.910	205.000	1.190	8.600	0.700	11.700	
241.6875	20.254	13.920	204.000	1.200	11.400	0.500	11.600	
241.7083	20.229	13.910	203.000	1.190	16.900	0.00	11.700	
241.7292	20.232	13.910	202.000	1.190	10.800	0.400	11.700	
241.7500	20.236	13.910	202.000	1.180	12.000	0.500	11.700	
