date	depth	temp	cond	do	turb	chl	batv	
216.5833	20.236	11.510	193.000	7.800	0.200	1.200	12.200	
216.6042	20.227	11.510	192.000	7.830	0.300	1.800	12.200	
216.6250	20.214	11.510	193.000	7.810	0.300	0.900	12.100	
216.6458	20.212	11.520	192.000	7.830	0.100	2.100	12.100	
216.6667	20.216	11.520	192.000	7.810	0.300	1.400	12.200	
216.6875	20.213	11.510	192.000	7.800	0.400	1.200	12.200	
216.7083	20.211	11.510	192.000	7.780	0.300	0.600	12.200	
216.7292	20.194	11.500	192.000	7.700	0.600	2.000	12.200	
216.7500	20.186	11.500	191.000	7.650	0.300	2.000	12.200	
216.7708	20.187	11.490	192.000	7.620	0.600	2.300	12.200	
216.7917	20.194	11.480	191.000	7.590	0.400	1.100	12.100	
216.8125	20.207	11.470	193.000	7.580	0.300	2.400	12.100	
216.8333	20.204	11.460	192.000	7.620	0.300	1.600	12.200	
216.8542	20.190	11.460	192.000	7.620	0.00	0.900	12.100	
216.8750	20.191	11.460	192.000	7.630	0.200	1.000	12.200	
216.8958	20.200	11.470	193.000	7.580	0.300	1.800	12.100	
216.9167	20.206	11.480	192.000	7.550	0.000	1.500	12.100	
216.9375	20.215	11.490	192.000	7.600	0.300	1.300	12.100	
216.9583	20.217	11.500	191.000	7.640	0.000	1.000	12.200	
216.9792	20.207	11.490	192.000	7.530	0.700	1.800	12.100	
217.0000	20.209	11.490	192.000	7.540	1.400	1.200	12.200	
217.0208	20.213	11.500	192.000	7.590	1.000	1.500	12.100	
217.0417	20.213	11.510	191.000	7.630	0.700	2.400	12.200	
217.0625	20.205	11.530	191.000	7.650	1.200	2.100	12.100	
217.0833	20.198	11.540	192.000	7.700	0.700	1.500	12.200	
217.1042	20.188	11.550	192.000	7.720	0.900	0.800	12.100	
217.1250	20.190	11.560	192.000	7.730	1.100	1.100	12.100	
217.1458	20.196	11.580	192.000	7.760	0.800	1.900	12.100	
217.1667	20.193	11.590	192.000	7.800	1.200	1.800	12.100	
217.1875	20.190	11.600	192.000	7.830	1.200	1.800	12.100	
217.2083	20.191	11.600	192.000	7.850	1.100	1.700	12.200	
217.2292	20.186	11.630	192.000	7.900	0.900	1.600	12.200	
217.2500	20.179	11.640	191.000	7.910	1.100	1.300	12.200	
217.2708	20.184	11.660	193.000	7.930	1.100	1.400	12.100	
217.2917	20.208	11.660	193.000	7.930	0.900	1.500	12.100	
217.3125	20.206	11.670	193.000	7.910	0.400	2.200	12.200	
217.3333	20.195	11.680	192.000	7.910	1.000	1.500	12.100	
217.3542	20.193	11.680	193.000	7.920	0.900	2.100	12.100	
217.3750	20.178	11.670	193.000	7.910	0.700	1.600	12.100	
217.3958	20.164	11.660	193.000	7.880	0.600	1.900	12.100	
217.4167	20.163	11.640	193.000	7.810	0.800	0.500	12.100	
217.4375	20.169	11.630	193.000	7.760	0.800	2.300	12.100	
217.4583	20.169	11.610	193.000	7.720	0.900	1.700	12.100	
217.4792	20.170	11.590	191.000	7.690	0.700	1.300	12.200	
217.5000	20.147	11.570	193.000	7.650	0.900	1.300	12.100	
217.5208	20.155	11.560	192.000	7.630	0.500	2.300	12.100	
217.5417	20.154	11.530	193.000	7.590	0.600	1.400	12.100	
217.5625	20.166	11.520	193.000	7.590	0.300	1.600	12.100	
217.5833	20.160	11.500	192.000	7.610	0.300	1.300	12.200	
217.6042	20.146	11.480	192.000	7.610	0.500	1.600	12.100	
217.6250	20.145	11.470	191.000	7.620	0.400	1.900	12.100	
217.6458	20.140	11.460	192.000	7.640	0.500	1.200	12.100	
217.6667	20.142	11.440	192.000	7.660	0.400	1.300	12.100	
217.6875	20.156	11.430	192.000	7.680	0.400	1.700	12.200	
217.7083	20.144	11.420	192.000	7.710	0.300	1.400	12.100	
217.7292	20.154	11.400	192.000	7.760	0.300	0.500	12.100	
217.7500	20.154	11.390	192.000	7.790	0.400	1.100	12.100	
217.7708	20.167	11.380	192.000	7.820	0.600	1.200	12.100	
217.7917	20.183	11.360	191.000	7.840	0.400	1.900	12.100	
217.8125	20.150	11.350	191.000	7.850	0.600	1.700	12.100	
217.8333	20.121	11.340	191.000	7.830	0.000	1.500	12.100	
217.8542	20.128	11.340	191.000	7.830	0.000	3.000	12.100	
217.8750	20.114	11.340	192.000	7.830	0.00	1.800	12.100	
217.8958	20.110	11.340	190.000	7.830	0.00	1.600	12.100	
217.9167	20.097	11.340	191.000	7.810	0.000	0.700	12.100	
217.9375	20.088	11.340	191.000	7.810	0.100	1.700	12.200	
217.9583	20.074	11.330	192.000	7.850	0.000	1.400	12.100	
217.9792	20.086	11.320	190.000	7.790	0.300	1.500	12.200	
218.0000	20.086	11.300	192.000	7.760	0.100	1.300	12.100	
218.0208	20.102	11.290	191.000	7.730	0.100	1.700	12.100	
218.0417	20.105	11.270	191.000	7.720	0.300	1.500	12.100	
218.0625	20.124	11.260	191.000	7.740	0.400	1.800	12.100	
218.0833	20.122	11.250	190.000	7.700	0.400	1.100	12.100	
218.1042	20.126	11.230	191.000	7.710	0.300	1.100	12.100	
218.1250	20.129	11.220	191.000	7.680	0.400	1.600	12.100	
218.1458	20.143	11.210	189.000	7.670	0.300	0.500	12.100	
218.1667	20.135	11.200	190.000	7.650	0.300	1.300	12.100	
218.1875	20.110	11.190	189.000	7.620	0.300	1.100	12.100	
218.2083	20.110	11.170	190.000	7.590	0.300	0.700	12.100	
218.2292	20.132	11.160	190.000	7.560	0.100	1.000	12.100	
218.2500	20.123	11.140	189.000	7.550	0.800	1.800	12.100	
218.2708	20.125	11.120	190.000	7.540	0.700	0.800	12.100	
218.2917	20.112	11.090	191.000	7.590	0.700	0.400	12.000	
218.3125	20.118	11.070	190.000	7.640	0.600	1.000	12.100	
218.3333	20.091	11.050	189.000	7.700	0.100	0.300	12.100	
218.3542	20.085	11.040	189.000	7.720	0.400	0.200	12.100	
218.3750	20.095	11.020	190.000	7.760	0.100	0.700	12.100	
218.3958	20.110	11.020	188.000	7.750	0.200	2.100	12.100	
218.4167	20.130	11.010	189.000	7.800	0.100	1.300	12.100	
218.4375	20.129	11.000	189.000	7.780	0.000	0.600	12.100	
218.4583	20.120	10.990	190.000	7.830	0.00	1.200	12.100	
218.4792	20.145	10.980	189.000	7.800	0.00	1.300	12.100	
218.5000	20.150	10.960	189.000	7.900	0.200	0.700	12.100	
218.5208	20.172	10.940	189.000	7.920	0.400	1.300	12.100	
218.5417	20.155	10.920	189.000	7.950	0.100	0.900	12.100	
218.5625	20.154	10.890	188.000	8.010	0.400	1.600	12.100	
218.5833	20.147	10.860	189.000	8.050	0.100	1.100	12.100	
218.6042	20.137	10.840	189.000	8.070	0.200	2.000	12.100	
218.6250	20.130	10.820	188.000	8.070	0.300	0.800	12.100	
218.6458	20.116	10.810	187.000	8.060	1.000	1.700	12.100	
218.6667	20.116	10.810	187.000	8.060	0.300	0.500	12.100	
218.6875	20.119	10.810	188.000	8.050	0.300	1.200	12.100	
218.7083	20.093	10.810	188.000	8.040	4.600	1.600	12.100	
218.7292	20.104	10.810	188.000	8.040	0.00	1.100	12.100	
218.7500	20.118	10.810	188.000	8.030	0.000	2.500	12.100	
218.7708	20.122	10.820	188.000	8.030	0.000	0.800	12.100	
218.7917	20.131	10.820	188.000	8.020	0.000	1.000	12.100	
218.8125	20.139	10.820	188.000	8.020	0.00	1.800	12.100	
218.8333	20.137	10.830	187.000	8.000	0.200	2.000	12.000	
218.8542	20.130	10.830	188.000	7.970	0.00	1.100	12.100	
218.8750	20.147	10.840	188.000	7.990	0.00	0.800	12.000	
218.8958	20.147	10.840	188.000	7.960	0.100	1.300	12.100	
218.9167	20.147	10.840	188.000	7.940	0.00	1.000	12.100	
218.9375	20.160	10.840	189.000	7.940	0.100	1.100	12.000	
218.9583	20.144	10.840	188.000	7.980	0.100	1.500	12.100	
218.9792	20.131	10.840	187.000	7.970	0.100	1.800	12.100	
219.0000	20.136	10.830	188.000	7.940	0.200	0.900	12.100	
219.0208	20.129	10.820	188.000	7.940	0.000	1.200	12.100	
219.0417	20.126	10.820	188.000	7.930	0.300	2.000	12.100	
219.0625	20.125	10.820	188.000	7.940	0.200	1.900	12.100	
219.0833	20.125	10.820	189.000	7.910	0.100	1.700	12.000	
219.1042	20.118	10.820	188.000	7.900	0.100	1.800	12.100	
219.1250	20.120	10.820	187.000	7.900	0.00	1.200	12.100	
219.1458	20.130	10.820	189.000	7.900	0.00	1.200	12.000	
219.1667	20.131	10.820	188.000	7.890	0.00	0.800	12.100	
219.1875	20.124	10.820	189.000	7.890	0.000	0.800	12.100	
219.2083	20.134	10.830	189.000	7.890	0.100	1.900	12.000	
219.2292	20.128	10.830	188.000	7.900	0.00	1.700	12.000	
219.2500	20.136	10.830	188.000	7.880	0.100	1.700	12.000	
219.2708	20.145	10.830	188.000	7.880	0.000	1.700	12.000	
219.2917	20.154	10.830	188.000	7.890	0.300	1.900	12.100	
219.3125	20.160	10.830	188.000	7.890	0.500	0.700	12.100	
219.3333	20.147	10.830	188.000	7.890	0.200	1.200	12.100	
219.3542	20.139	10.830	188.000	7.890	0.100	0.800	12.100	
219.3750	20.158	10.830	188.000	7.890	0.800	1.200	12.000	
219.3958	20.204	10.830	188.000	7.890	0.100	1.700	12.100	
219.4167	20.224	10.820	188.000	7.900	0.000	1.100	12.100	
219.4375	20.153	10.830	188.000	7.890	0.000	1.000	12.100	
219.4583	20.079	10.830	188.000	7.860	0.100	1.100	12.100	
219.4792	20.111	10.830	188.000	7.850	0.100	1.800	12.100	
219.5000	20.126	10.830	188.000	7.870	0.100	0.600	12.000	
219.5208	20.118	10.830	188.000	7.870	0.900	1.400	12.000	
219.5417	20.120	10.830	188.000	7.850	0.200	1.300	12.000	
219.5625	20.172	10.840	188.000	7.820	0.00	1.500	12.000	
219.5833	20.105	10.840	188.000	7.810	0.00	1.700	12.000	
219.6042	20.070	10.840	188.000	7.780	0.00	1.100	12.000	
219.6250	20.133	10.850	188.000	7.780	0.000	1.600	12.000	
219.6458	20.133	10.850	187.000	7.770	0.000	1.400	12.100	
219.6667	20.141	10.850	189.000	7.750	0.000	1.100	12.000	
219.6875	20.153	10.850	188.000	7.740	0.00	1.700	12.000	
219.7083	20.119	10.850	188.000	7.740	0.100	0.300	12.100	
219.7292	20.100	10.850	189.000	7.730	0.00	1.500	12.100	
219.7500	20.125	10.850	187.000	7.730	0.00	1.400	12.000	
219.7708	20.124	10.850	189.000	7.710	0.00	1.400	12.000	
219.7917	20.128	10.850	189.000	7.690	0.400	1.900	12.000	
219.8125	20.080	10.850	188.000	7.700	0.100	1.200	12.000	
219.8333	20.100	10.850	188.000	7.710	0.300	2.300	12.000	
219.8542	20.118	10.850	189.000	7.680	0.100	1.600	12.000	
219.8750	20.106	10.840	189.000	7.700	0.00	1.300	12.000	
219.8958	20.146	10.850	189.000	7.690	0.000	1.300	12.000	
219.9167	20.162	10.850	189.000	7.680	0.00	1.400	12.100	
219.9375	20.123	10.850	189.000	7.670	0.000	1.800	12.100	
219.9583	20.167	10.850	188.000	7.670	0.300	2.300	12.000	
219.9792	20.168	10.860	189.000	7.660	0.00	1.600	12.100	
220.0000	20.154	10.860	189.000	7.650	0.00	1.100	12.000	
220.0208	20.165	10.860	189.000	7.630	0.00	1.800	12.000	
220.0417	20.125	10.870	189.000	7.620	0.000	0.900	12.000	
220.0625	20.144	10.870	189.000	7.580	0.00	1.200	12.000	
220.0833	20.129	10.870	188.000	7.600	0.100	0.700	12.100	
220.1042	20.125	10.860	189.000	7.600	0.000	0.800	12.000	
220.1250	20.138	10.860	189.000	7.590	0.300	0.900	12.000	
220.1458	20.095	10.850	189.000	7.590	0.000	1.600	12.000	
220.1667	20.109	10.850	189.000	7.600	0.00	2.400	12.000	
220.1875	20.098	10.850	189.000	7.570	0.100	1.500	12.000	
220.2083	20.108	10.850	189.000	7.590	0.100	5.000	12.000	
220.2292	20.091	10.850	187.000	7.560	0.000	1.500	12.000	
220.2500	20.090	10.850	188.000	7.560	0.300	1.100	12.000	
220.2708	20.096	10.850	188.000	7.550	0.00	1.500	12.000	
220.2917	20.105	10.850	188.000	7.540	0.300	1.700	12.000	
220.3125	20.134	10.850	188.000	7.540	0.300	1.800	12.100	
220.3333	20.131	10.850	189.000	7.530	0.200	0.900	12.000	
220.3542	20.125	10.850	188.000	7.520	0.000	1.600	12.000	
220.3750	20.140	10.850	188.000	7.490	0.00	1.000	12.000	
220.3958	20.159	10.850	189.000	7.490	0.100	3.300	12.000	
220.4167	20.183	10.850	188.000	7.490	0.700	0.000	12.000	
220.4375	20.184	10.850	189.000	7.490	0.00	1.600	12.000	
220.4583	20.137	10.850	189.000	7.500	0.000	1.600	12.000	
220.4792	20.144	10.840	189.000	7.500	0.000	1.200	12.100	
220.5000	20.151	10.850	188.000	7.480	0.00	0.600	12.000	
220.5208	20.124	10.850	187.000	7.490	0.000	1.100	12.000	
220.5417	20.137	10.850	189.000	7.480	0.000	1.000	12.000	
220.5625	20.121	10.850	188.000	7.480	0.00	1.100	12.000	
220.5833	20.123	10.850	189.000	7.450	0.00	1.200	12.000	
220.6042	20.118	10.850	188.000	7.460	0.00	1.300	12.000	
220.6250	20.136	10.850	188.000	7.460	0.100	1.400	12.000	
220.6458	20.165	10.850	188.000	7.460	0.000	1.400	12.000	
220.6667	20.133	10.860	189.000	7.460	0.000	1.400	12.000	
220.6875	20.140	10.860	188.000	7.450	0.00	1.100	12.000	
220.7083	20.145	10.860	188.000	7.440	0.000	1.700	12.000	
220.7292	20.136	10.860	188.000	7.430	0.100	1.100	12.000	
220.7500	20.178	10.860	188.000	7.420	0.000	1.300	12.000	
220.7708	20.178	10.860	189.000	7.410	0.200	1.400	12.000	
220.7917	20.155	10.870	189.000	7.380	0.000	1.700	12.000	
220.8125	20.164	10.870	189.000	7.390	0.000	0.700	12.000	
220.8333	20.172	10.870	188.000	7.380	0.100	0.700	12.000	
220.8542	20.160	10.870	188.000	7.370	0.000	1.400	12.000	
220.8750	20.146	10.870	189.000	7.360	0.00	1.400	12.000	
220.8958	20.178	10.870	188.000	7.330	0.100	0.900	12.000	
220.9167	20.152	10.870	188.000	7.320	0.000	2.200	12.000	
220.9375	20.140	10.870	188.000	7.300	0.000	1.800	12.000	
220.9583	20.145	10.870	188.000	7.310	0.00	1.900	12.000	
220.9792	20.143	10.870	189.000	7.300	0.00	2.100	12.000	
221.0000	20.125	10.870	189.000	7.280	0.00	1.800	12.000	
221.0208	20.132	10.870	189.000	7.270	0.100	1.000	12.000	
221.0417	20.132	10.880	189.000	7.260	0.200	1.800	12.000	
221.0625	20.123	10.880	189.000	7.250	0.00	0.900	12.000	
221.0833	20.127	10.880	188.000	7.250	0.00	2.200	12.000	
221.1042	20.146	10.880	188.000	7.250	0.000	1.400	12.000	
221.1250	20.151	10.880	188.000	7.260	0.000	1.500	12.000	
221.1458	20.162	10.880	189.000	7.200	0.000	1.600	12.000	
221.1667	20.176	10.880	189.000	7.170	0.300	1.500	12.000	
221.1875	20.212	10.890	188.000	7.180	0.00	1.100	12.000	
221.2083	20.149	10.890	189.000	7.170	0.200	1.600	12.000	
221.2292	20.187	10.890	188.000	7.170	0.000	1.700	12.000	
221.2500	20.172	10.890	188.000	7.170	0.200	1.400	12.000	
221.2708	20.171	10.900	188.000	7.170	0.100	1.000	12.000	
221.2917	20.199	10.910	189.000	7.150	0.100	1.000	12.000	
221.3125	20.167	10.910	189.000	7.120	0.000	1.500	12.000	
221.3333	20.156	10.920	188.000	7.110	0.200	1.600	12.000	
221.3542	20.171	10.930	189.000	7.080	0.100	2.400	12.000	
221.3750	20.150	10.940	189.000	7.100	0.100	1.300	12.000	
221.3958	20.134	10.940	189.000	7.050	0.400	2.400	12.000	
221.4167	20.159	10.950	190.000	7.040	0.300	0.700	12.000	
221.4375	20.155	10.960	189.000	7.030	0.300	1.800	12.000	
221.4583	20.183	10.950	190.000	7.020	0.600	2.600	12.000	
221.4792	20.164	10.960	189.000	7.020	0.200	1.500	12.000	
221.5000	20.168	10.950	189.000	7.020	0.000	2.700	12.000	
221.5208	20.172	10.950	189.000	7.000	0.100	2.700	12.000	
221.5417	20.180	10.950	189.000	7.000	0.200	2.100	12.000	
221.5625	20.148	10.940	189.000	7.000	0.100	1.400	12.000	
221.5833	20.190	10.940	188.000	7.000	0.100	4.000	12.000	
221.6042	20.188	10.940	190.000	7.000	0.200	1.900	12.000	
221.6250	20.160	10.930	189.000	6.980	0.100	2.200	12.000	
221.6458	20.163	10.930	189.000	7.000	0.300	1.100	12.000	
221.6667	20.149	10.930	188.000	6.990	0.200	2.200	12.000	
221.6875	20.152	10.920	189.000	6.990	0.400	2.300	12.000	
221.7083	20.181	10.920	189.000	6.990	0.300	1.900	12.000	
221.7292	20.169	10.910	189.000	6.990	0.000	1.600	12.000	
221.7500	20.180	10.910	189.000	6.990	0.500	1.500	12.000	
221.7708	20.165	10.900	189.000	7.010	0.100	2.000	12.000	
221.7917	20.158	10.900	189.000	7.020	0.300	2.100	12.000	
221.8125	20.166	10.900	189.000	7.050	0.000	1.400	12.000	
221.8333	20.176	10.910	189.000	7.080	0.000	1.700	12.000	
221.8542	20.194	10.920	188.000	7.100	0.300	1.100	12.000	
221.8750	20.188	10.940	189.000	7.120	0.000	1.200	12.000	
221.8958	20.198	10.970	189.000	7.140	0.200	2.400	12.000	
221.9167	20.163	11.010	189.000	7.150	0.000	1.300	12.000	
221.9375	20.177	11.040	189.000	7.180	0.300	1.200	12.000	
221.9583	20.214	11.070	190.000	7.190	0.100	1.500	12.000	
221.9792	20.159	11.100	190.000	7.190	0.100	1.100	12.000	
222.0000	20.170	11.130	189.000	7.200	0.200	2.100	12.000	
222.0208	20.167	11.140	190.000	7.190	0.200	1.800	12.000	
222.0417	20.163	11.150	189.000	7.190	0.300	0.900	12.000	
222.0625	20.176	11.160	189.000	7.200	0.500	1.800	12.000	
222.0833	20.172	11.160	190.000	7.170	0.200	2.200	12.000	
222.1042	20.173	11.170	190.000	7.150	1.200	1.300	12.000	
222.1250	20.129	11.170	190.000	7.150	0.100	1.500	12.000	
222.1458	20.148	11.170	189.000	7.110	0.100	1.700	12.000	
222.1667	20.148	11.160	190.000	7.110	0.100	1.700	12.000	
222.1875	20.137	11.160	190.000	7.100	0.300	2.500	12.000	
222.2083	20.165	11.160	190.000	7.080	0.100	2.200	12.000	
222.2292	20.142	11.160	190.000	7.070	0.000	0.900	12.000	
222.2500	20.147	11.160	190.000	7.060	0.100	2.100	12.000	
222.2708	20.176	11.170	190.000	7.050	0.300	2.000	12.000	
222.2917	20.168	11.180	190.000	7.060	0.100	1.200	12.000	
222.3125	20.183	11.180	190.000	7.030	0.300	2.000	12.000	
222.3333	20.193	11.190	190.000	7.030	0.400	1.200	12.000	
222.3542	20.184	11.200	190.000	7.050	0.200	1.600	12.000	
222.3750	20.184	11.200	190.000	7.050	0.900	2.100	12.000	
222.3958	20.188	11.210	190.000	7.060	0.100	1.600	12.000	
222.4167	20.205	11.230	190.000	7.060	0.100	1.400	12.000	
222.4375	20.204	11.230	190.000	7.060	0.000	0.900	12.000	
222.4583	20.204	11.240	190.000	7.060	0.100	1.000	12.000	
222.4792	20.219	11.250	190.000	7.060	0.100	1.300	12.000	
222.5000	20.207	11.260	190.000	7.060	0.400	1.000	12.000	
222.5208	20.210	11.270	190.000	7.050	0.000	0.900	12.000	
222.5417	20.216	11.290	191.000	7.060	0.000	0.700	12.000	
222.5625	20.210	11.300	190.000	7.060	0.100	0.700	12.000	
222.5833	20.219	11.310	191.000	7.060	0.100	0.800	12.000	
222.6042	20.207	11.320	190.000	7.040	0.000	1.100	12.000	
222.6250	20.197	11.320	191.000	7.040	0.000	1.100	12.000	
222.6458	20.191	11.330	189.000	7.040	0.000	1.200	12.000	
222.6667	20.184	11.330	191.000	7.020	0.100	1.600	12.000	
222.6875	20.198	11.340	191.000	7.020	0.00	2.000	12.000	
222.7083	20.181	11.340	191.000	7.020	0.100	1.400	12.000	
222.7292	20.177	11.340	190.000	6.990	0.000	1.600	12.000	
222.7500	20.187	11.350	190.000	6.990	0.000	0.700	12.000	
222.7708	20.179	11.350	190.000	6.990	0.000	2.200	12.000	
222.7917	20.189	11.350	189.000	6.990	0.00	1.700	12.000	
222.8125	20.188	11.350	191.000	6.990	0.00	1.300	12.000	
222.8333	20.199	11.350	190.000	6.980	0.00	1.400	12.000	
222.8542	20.208	11.350	190.000	6.990	0.00	1.200	12.000	
222.8750	20.196	11.350	191.000	6.960	0.000	1.500	12.000	
222.8958	20.202	11.350	191.000	6.980	0.000	2.100	12.000	
222.9167	20.212	11.350	190.000	6.970	0.00	1.200	12.000	
222.9375	20.207	11.350	190.000	6.940	0.000	1.700	12.000	
222.9583	20.209	11.350	190.000	6.880	0.100	1.400	12.000	
222.9792	20.209	11.350	190.000	6.860	0.200	1.000	12.000	
223.0000	20.214	11.360	191.000	6.880	0.300	1.600	12.000	
223.0208	20.224	11.370	190.000	6.900	0.100	2.200	12.000	
223.0417	20.211	11.390	191.000	6.920	0.200	1.400	12.000	
223.0625	20.225	11.400	190.000	6.940	0.000	1.500	12.000	
223.0833	20.216	11.420	191.000	6.940	0.000	0.800	12.000	
223.1042	20.226	11.430	190.000	6.930	0.300	1.600	12.000	
223.1250	20.234	11.450	191.000	6.940	0.00	1.100	12.000	
223.1458	20.229	11.470	191.000	6.950	0.000	1.900	12.000	
223.1667	20.236	11.480	190.000	6.930	0.100	1.800	12.000	
223.1875	20.237	11.500	191.000	6.920	0.000	0.400	12.000	
223.2083	20.230	11.510	191.000	6.910	0.300	0.800	12.000	
223.2292	20.231	11.530	190.000	6.900	0.100	2.000	12.000	
223.2500	20.224	11.550	190.000	6.890	0.100	1.700	12.000	
223.2708	20.237	11.550	191.000	6.880	0.400	1.500	12.000	
223.2917	20.247	11.570	190.000	6.880	0.400	1.200	12.000	
223.3125	20.237	11.570	191.000	6.860	0.000	1.800	12.000	
223.3333	20.239	11.580	191.000	6.840	0.000	0.700	12.000	
223.3542	20.227	11.590	190.000	6.830	0.300	1.300	12.000	
223.3750	20.226	11.590	191.000	6.810	0.000	0.900	12.000	
223.3958	20.229	11.600	191.000	6.780	0.000	1.500	12.000	
223.4167	20.239	11.600	191.000	6.770	0.100	2.300	12.000	
223.4375	20.256	11.610	192.000	6.750	0.100	1.600	12.000	
223.4583	20.251	11.610	191.000	6.720	0.000	2.000	12.000	
223.4792	20.247	11.610	191.000	6.700	0.400	0.600	12.000	
223.5000	20.249	11.620	191.000	6.680	0.200	1.600	12.000	
223.5208	20.253	11.620	191.000	6.660	0.000	1.100	12.000	
223.5417	20.266	11.630	191.000	6.640	0.000	2.300	12.000	
223.5625	20.267	11.630	191.000	6.620	0.000	1.200	12.000	
223.5833	20.265	11.630	191.000	6.590	0.000	1.000	12.000	
223.6042	20.250	11.640	191.000	6.550	0.500	2.300	12.000	
223.6250	20.248	11.640	191.000	6.540	0.100	0.800	12.000	
223.6458	20.250	11.650	191.000	6.500	0.500	1.300	12.000	
223.6667	20.253	11.650	191.000	6.490	0.100	2.000	12.000	
223.6875	20.246	11.660	191.000	6.440	0.200	1.800	12.000	
223.7083	20.241	11.680	191.000	6.410	0.100	1.400	12.000	
223.7292	20.225	11.690	191.000	6.390	0.000	2.100	12.000	
223.7500	20.234	11.690	192.000	6.350	0.400	2.000	12.000	
223.7708	20.229	11.710	191.000	6.340	0.000	1.800	12.000	
223.7917	20.227	11.710	191.000	6.320	0.200	1.600	12.000	
223.8125	20.240	11.720	192.000	6.290	0.600	1.700	12.000	
223.8333	20.235	11.720	191.000	6.270	0.600	1.800	12.000	
223.8542	20.227	11.730	191.000	6.250	0.400	2.400	12.000	
223.8750	20.219	11.730	192.000	6.230	0.300	1.800	12.000	
223.8958	20.239	11.730	192.000	6.220	0.000	2.200	12.000	
223.9167	20.256	11.730	191.000	6.210	0.100	1.500	12.000	
223.9375	20.255	11.740	192.000	6.200	0.300	1.800	12.000	
223.9583	20.263	11.740	191.000	6.200	0.300	1.800	12.000	
223.9792	20.262	11.750	191.000	6.180	0.400	2.300	12.000	
224.0000	20.253	11.750	191.000	6.180	0.300	3.100	12.000	
224.0208	20.263	11.750	191.000	6.160	1.500	2.100	12.000	
224.0417	20.259	11.750	192.000	6.170	0.400	2.200	12.000	
224.0625	20.245	11.750	191.000	6.160	0.000	2.000	12.000	
224.0833	20.242	11.750	192.000	6.150	0.00	2.600	12.000	
224.1042	20.234	11.750	191.000	6.140	0.00	2.500	12.000	
224.1250	20.240	11.750	191.000	6.180	0.200	2.500	12.000	
224.1458	20.232	11.760	192.000	6.180	0.100	1.600	12.000	
224.1667	20.240	11.760	191.000	6.120	0.100	2.300	12.000	
224.1875	20.237	11.750	191.000	6.140	0.600	2.000	12.000	
224.2083	20.241	11.760	191.000	6.090	1.200	1.200	12.000	
224.2292	20.226	11.760	191.000	6.070	0.300	2.500	12.000	
224.2500	20.227	11.760	192.000	6.050	0.400	1.200	12.000	
224.2708	20.229	11.760	191.000	6.030	0.100	1.700	12.000	
224.2917	20.237	11.770	191.000	6.030	0.600	1.700	12.000	
224.3125	20.240	11.770	192.000	6.000	0.00	2.400	12.000	
224.3333	20.239	11.770	190.000	5.980	0.300	2.000	12.000	
224.3542	20.240	11.770	191.000	5.980	0.600	1.100	12.000	
224.3750	20.245	11.770	192.000	5.990	0.200	1.500	12.000	
224.3958	20.254	11.770	192.000	5.980	0.100	1.900	12.000	
224.4167	20.254	11.770	192.000	5.970	0.200	1.500	12.000	
224.4375	20.252	11.780	192.000	5.980	0.000	2.900	12.000	
224.4583	20.229	11.780	191.000	5.970	0.000	2.100	12.000	
224.4792	20.212	11.790	191.000	5.960	0.00	2.400	12.000	
224.5000	20.208	11.790	191.000	5.940	0.000	1.600	12.000	
224.5208	20.236	11.790	191.000	5.950	0.00	8.200	12.000	
224.5417	20.225	11.780	192.000	5.900	0.00	1.600	12.000	
224.5625	20.225	11.780	191.000	5.930	0.000	2.500	12.000	
224.5833	20.232	11.780	192.000	5.910	0.00	1.900	12.000	
224.6042	20.211	11.790	191.000	5.930	0.00	2.800	12.000	
224.6250	20.195	11.790	192.000	5.930	0.000	4.300	12.000	
224.6458	20.208	11.790	192.000	5.930	0.00	2.300	12.000	
224.6667	20.254	11.780	191.000	5.830	0.00	1.800	12.000	
224.6875	20.230	11.770	192.000	5.770	0.000	1.900	12.000	
224.7083	20.233	11.780	192.000	5.740	0.100	1.600	12.000	
224.7292	20.221	11.770	192.000	5.670	0.100	2.500	12.000	
224.7500	20.219	11.770	191.000	5.670	0.000	1.100	12.000	
224.7708	20.217	11.780	192.000	5.670	0.100	2.200	12.000	
224.7917	20.219	11.780	192.000	5.670	0.00	1.700	11.900	
224.8125	20.219	11.780	192.000	5.660	0.100	1.600	11.900	
224.8333	20.221	11.790	192.000	5.690	0.00	1.600	12.000	
224.8542	20.228	11.790	192.000	5.700	0.00	1.700	12.000	
224.8750	20.207	11.790	191.000	5.710	0.100	2.000	12.000	
224.8958	20.204	11.790	192.000	5.680	0.000	1.900	12.000	
224.9167	20.210	11.780	191.000	5.570	0.400	2.000	12.000	
224.9375	20.203	11.780	192.000	5.530	0.400	2.000	12.000	
224.9583	20.216	11.790	192.000	5.510	0.300	2.400	12.000	
224.9792	20.203	11.790	192.000	5.510	0.200	2.700	12.000	
225.0000	20.198	11.780	192.000	5.520	0.100	2.200	12.000	
225.0208	20.211	11.780	192.000	5.480	0.700	2.400	12.000	
225.0417	20.220	11.790	192.000	5.520	0.200	2.100	12.000	
225.0625	20.220	11.780	192.000	5.490	0.700	2.400	12.000	
225.0833	20.240	11.780	191.000	5.490	0.100	2.200	12.000	
225.1042	20.229	11.780	192.000	5.470	0.000	1.800	11.900	
225.1250	20.220	11.780	192.000	5.510	0.400	1.300	12.000	
