date	do
206.7292	nan
206.7500	nan
206.7708	nan
206.7917	nan
206.8125	nan
206.8333	nan
206.8542	nan
206.8750	nan
206.8958	nan
206.9167	nan
206.9375	nan
206.9583	nan
206.9792	nan
207.0000	nan
207.0208	6.680
207.0417	6.800
207.0625	6.800
207.0833	6.800
207.1042	nan
207.1250	nan
207.1458	nan
207.1667	nan
207.1875	6.990
207.2083	nan
207.2292	nan
207.2500	nan
207.2708	nan
207.2917	nan
207.3125	nan
207.3333	nan
207.3542	nan
207.3750	nan
207.3958	nan
207.4167	nan
207.4375	nan
207.4583	nan
207.4792	nan
207.5000	nan
207.5208	nan
207.5417	nan
207.5625	nan
207.5833	nan
207.6042	nan
207.6250	nan
207.6458	nan
207.6667	nan
207.6875	nan
207.7083	nan
207.7292	nan
207.7500	nan
207.7708	nan
207.7917	nan
207.8125	nan
207.8333	nan
207.8542	nan
207.8750	nan
207.8958	nan
207.9167	nan
207.9375	nan
207.9583	nan
207.9792	nan
208.0000	nan
208.0208	nan
208.0417	nan
208.0625	nan
208.0833	nan
208.1042	nan
208.1250	nan
208.1458	nan
208.1667	nan
208.1875	nan
208.2083	nan
208.2292	nan
208.2500	nan
208.2708	nan
208.2917	nan
208.3125	nan
208.3333	nan
208.3542	nan
208.3750	nan
208.3958	nan
208.4167	nan
208.4375	nan
208.4583	nan
208.4792	nan
208.5000	nan
208.5208	nan
208.5417	nan
208.5625	nan
208.5833	nan
208.6042	nan
208.6250	nan
208.6458	nan
208.6667	nan
208.6875	nan
208.7083	nan
208.7292	nan
208.7500	6.770
208.7708	nan
208.7917	nan
208.8125	nan
208.8333	nan
208.8542	nan
208.8750	nan
208.8958	nan
208.9167	nan
208.9375	nan
208.9583	nan
208.9792	nan
209.0000	nan
209.0208	nan
209.0417	nan
209.0625	nan
209.0833	nan
209.1042	nan
209.1250	nan
209.1458	nan
209.1667	nan
209.1875	nan
209.2083	nan
209.2292	nan
209.2500	nan
209.2708	nan
209.2917	nan
209.3125	nan
209.3333	nan
209.3542	nan
209.3750	nan
209.3958	nan
209.4167	nan
209.4375	nan
209.4583	nan
209.4792	nan
209.5000	6.390
209.5208	6.380
209.5417	nan
209.5625	nan
209.5833	nan
209.6042	nan
209.6250	nan
209.6458	nan
209.6667	nan
209.6875	nan
209.7083	nan
209.7292	nan
209.7500	nan
209.7708	nan
209.7917	nan
209.8125	nan
209.8333	nan
209.8542	nan
209.8750	nan
209.8958	nan
209.9167	nan
209.9375	nan
209.9583	nan
209.9792	nan
210.0000	nan
210.0208	nan
210.0417	nan
210.0625	nan
210.0833	nan
210.1042	nan
210.1250	6.190
210.1458	nan
210.1667	6.320
210.1875	nan
210.2083	nan
210.2292	nan
210.2500	nan
210.2708	6.170
210.2917	6.140
210.3125	6.170
210.3333	6.180
210.3542	6.200
210.3750	6.260
210.3958	6.270
210.4167	6.290
210.4375	6.330
210.4583	6.340
210.4792	6.350
210.5000	6.400
210.5208	6.450
210.5417	6.470
210.5625	6.480
210.5833	6.520
210.6042	6.520
210.6250	6.560
210.6458	6.540
210.6667	6.560
210.6875	6.520
210.7083	6.550
210.7292	6.550
210.7500	6.540
210.7708	6.550
210.7917	6.530
210.8125	6.530
210.8333	6.500
210.8542	6.480
210.8750	6.470
210.8958	6.450
210.9167	6.430
210.9375	6.430
210.9583	6.420
210.9792	6.400
211.0000	6.410
211.0208	6.390
211.0417	6.390
211.0625	6.360
211.0833	6.370
211.1042	6.370
211.1250	6.350
211.1458	6.350
211.1667	6.350
211.1875	6.350
211.2083	6.310
211.2292	6.290
211.2500	6.280
211.2708	6.260
211.2917	6.240
211.3125	6.240
211.3333	6.250
211.3542	6.230
211.3750	6.260
211.3958	6.270
211.4167	6.280
211.4375	6.250
211.4583	6.250
211.4792	6.240
211.5000	6.220
211.5208	6.210
211.5417	6.200
211.5625	6.190
211.5833	6.180
211.6042	6.180
211.6250	6.180
211.6458	6.170
211.6667	6.140
211.6875	6.140
211.7083	6.150
211.7292	6.180
211.7500	6.180
211.7708	6.180
211.7917	6.170
211.8125	6.160
211.8333	6.170
211.8542	6.150
211.8750	6.150
211.8958	6.140
211.9167	6.120
211.9375	6.100
211.9583	6.110
211.9792	6.100
212.0000	6.090
212.0208	6.080
212.0417	6.080
212.0625	6.070
212.0833	6.070
212.1042	6.060
212.1250	6.060
212.1458	6.050
212.1667	6.050
212.1875	6.030
212.2083	6.020
212.2292	6.030
212.2500	6.000
212.2708	5.990
212.2917	5.990
212.3125	5.980
212.3333	5.980
212.3542	5.960
212.3750	5.990
212.3958	5.990
212.4167	5.980
212.4375	5.970
212.4583	5.950
212.4792	5.960
212.5000	5.950
212.5208	5.940
212.5417	5.940
212.5625	5.930
212.5833	5.920
212.6042	5.920
212.6250	5.970
212.6458	5.920
212.6667	5.880
212.6875	5.880
212.7083	5.890
212.7292	5.900
212.7500	5.890
212.7708	5.870
212.7917	5.900
212.8125	5.870
212.8333	5.880
212.8542	5.890
212.8750	5.880
212.8958	5.880
212.9167	5.880
212.9375	5.890
212.9583	5.860
212.9792	5.890
213.0000	5.880
213.0208	5.880
213.0417	5.860
213.0625	5.860
213.0833	5.830
213.1042	5.840
213.1250	5.810
213.1458	5.840
213.1667	5.830
213.1875	5.820
213.2083	5.820
213.2292	5.800
213.2500	5.820
213.2708	5.800
213.2917	5.800
213.3125	5.740
213.3333	5.770
213.3542	5.760
213.3750	5.770
213.3958	5.760
213.4167	5.770
213.4375	5.760
213.4583	5.770
213.4792	5.760
213.5000	5.760
213.5208	5.760
213.5417	5.760
213.5625	5.780
213.5833	5.740
213.6042	5.740
213.6250	5.750
213.6458	5.740
213.6667	5.700
213.6875	5.640
213.7083	5.630
213.7292	5.680
213.7500	5.670
213.7708	5.680
213.7917	5.720
213.8125	5.610
213.8333	5.640
213.8542	5.610
213.8750	5.640
213.8958	5.620
213.9167	5.550
213.9375	5.610
213.9583	5.570
213.9792	5.590
214.0000	5.610
214.0208	5.650
214.0417	5.670
214.0625	5.480
214.0833	5.480
214.1042	5.620
214.1250	5.490
214.1458	5.540
214.1667	5.480
214.1875	5.370
214.2083	5.370
214.2292	5.450
214.2500	5.380
214.2708	5.350
214.2917	5.290
214.3125	5.280
214.3333	5.340
214.3542	5.380
214.3750	5.370
214.3958	5.430
214.4167	5.470
214.4375	5.480
214.4583	5.500
214.4792	5.500
214.5000	5.490
214.5208	5.500
214.5417	5.510
214.5625	5.480
214.5833	5.460
214.6042	5.460
214.6250	5.470
214.6458	5.490
214.6667	5.480
214.6875	5.500
214.7083	5.480
214.7292	5.490
214.7500	5.510
214.7708	5.500
214.7917	5.460
214.8125	5.480
214.8333	5.480
214.8542	5.480
214.8750	5.480
214.8958	5.460
214.9167	5.480
214.9375	5.450
214.9583	5.460
214.9792	5.440
215.0000	5.410
215.0208	5.400
215.0417	5.400
215.0625	5.380
215.0833	5.350
215.1042	5.360
215.1250	5.370
215.1458	5.390
215.1667	5.380
215.1875	5.340
215.2083	5.340
215.2292	5.370
215.2500	5.420
215.2708	5.440
215.2917	5.460
215.3125	5.480
215.3333	5.520
215.3542	5.530
215.3750	5.540
215.3958	5.540
215.4167	5.550
215.4375	5.550
215.4583	5.560
215.4792	5.550
215.5000	5.550
215.5208	5.550
215.5417	5.570
215.5625	5.570
215.5833	5.570
215.6042	5.550
215.6250	5.560
215.6458	5.580
215.6667	5.570
215.6875	5.580
215.7083	5.560
215.7292	5.530
215.7500	5.530
215.7708	5.520
215.7917	5.540
215.8125	5.570
215.8333	5.510
215.8542	5.530
215.8750	5.560
215.8958	5.520
215.9167	5.480
215.9375	5.470
215.9583	5.370
215.9792	5.390
216.0000	5.410
216.0208	5.450
216.0417	5.470
216.0625	5.330
216.0833	5.350
216.1042	5.350
216.1250	5.250
216.1458	5.220
216.1667	5.250
216.1875	5.260
216.2083	5.290
216.2292	5.300
216.2500	5.340
216.2708	5.360
216.2917	5.380
216.3125	5.380
216.3333	5.370
216.3542	5.360
216.3750	5.370
216.3958	5.390
216.4167	5.390
216.4375	5.420
216.4583	5.430
216.4792	5.470
216.5000	5.470
216.5208	5.410
216.5417	5.380
216.5625	5.390
216.5833	5.370
216.6042	5.370
216.6250	5.360
216.6458	5.370
216.6667	5.360
216.6875	5.360
216.7083	5.330
216.7292	5.330
216.7500	5.350
216.7708	5.330
216.7917	5.350
216.8125	5.340
216.8333	5.370
216.8542	5.390
216.8750	5.380
216.8958	5.420
216.9167	5.410
216.9375	5.430
216.9583	5.460
216.9792	5.420
217.0000	5.370
217.0208	5.360
217.0417	5.370
217.0625	5.350
217.0833	5.350
217.1042	5.330
217.1250	5.340
217.1458	5.330
217.1667	5.310
217.1875	5.290
217.2083	5.300
217.2292	5.270
217.2500	5.290
217.2708	5.270
217.2917	5.270
217.3125	5.250
217.3333	5.250
217.3542	5.230
217.3750	5.220
217.3958	5.220
217.4167	5.220
217.4375	5.220
217.4583	5.240
217.4792	5.220
217.5000	5.220
217.5208	5.200
217.5417	5.200
217.5625	5.170
217.5833	5.200
217.6042	5.190
217.6250	5.190
217.6458	5.190
217.6667	5.190
217.6875	5.160
217.7083	5.150
217.7292	5.150
217.7500	5.160
217.7708	5.180
217.7917	5.170
217.8125	5.170
217.8333	5.180
217.8542	5.170
217.8750	5.150
217.8958	5.150
217.9167	5.140
217.9375	5.130
217.9583	5.120
217.9792	5.110
218.0000	5.100
218.0208	5.110
218.0417	5.120
218.0625	5.120
218.0833	5.110
218.1042	5.110
218.1250	5.110
218.1458	5.100
218.1667	5.100
218.1875	5.080
218.2083	5.120
218.2292	5.100
218.2500	5.080
218.2708	5.080
218.2917	5.080
218.3125	5.090
218.3333	5.090
218.3542	5.080
218.3750	5.080
218.3958	5.070
218.4167	5.090
218.4375	5.100
218.4583	5.070
218.4792	5.070
218.5000	5.060
218.5208	5.050
218.5417	5.060
218.5625	5.040
218.5833	5.040
218.6042	5.040
218.6250	5.050
218.6458	5.040
218.6667	5.030
218.6875	5.020
218.7083	5.010
218.7292	4.990
218.7500	4.980
218.7708	4.960
218.7917	4.930
218.8125	4.920
218.8333	4.900
218.8542	4.880
218.8750	4.880
218.8958	4.860
218.9167	4.880
218.9375	4.870
218.9583	4.870
218.9792	4.870
219.0000	4.860
219.0208	4.880
219.0417	4.850
219.0625	4.850
219.0833	4.860
219.1042	4.850
219.1250	4.850
219.1458	4.860
219.1667	4.850
219.1875	4.840
219.2083	4.760
219.2292	4.770
219.2500	4.720
219.2708	4.720
219.2917	4.750
219.3125	4.760
219.3333	4.730
219.3542	4.730
219.3750	4.700
219.3958	4.700
219.4167	4.700
219.4375	4.680
219.4583	4.680
219.4792	4.660
219.5000	4.650
219.5208	4.630
219.5417	4.620
219.5625	4.620
219.5833	4.650
219.6042	4.660
219.6250	4.660
219.6458	4.670
219.6667	4.670
219.6875	4.680
219.7083	4.690
219.7292	4.720
219.7500	4.740
219.7708	4.750
219.7917	4.760
219.8125	4.790
219.8333	4.810
219.8542	4.810
219.8750	4.810
219.8958	4.800
219.9167	4.800
219.9375	4.790
219.9583	4.810
219.9792	4.790
220.0000	4.790
220.0208	4.780
220.0417	4.740
220.0625	4.740
220.0833	4.730
220.1042	4.730
220.1250	4.720
220.1458	4.720
220.1667	4.700
220.1875	4.690
220.2083	4.700
220.2292	4.670
220.2500	4.680
220.2708	4.700
220.2917	4.700
220.3125	4.700
220.3333	4.720
220.3542	4.710
220.3750	4.730
220.3958	4.730
220.4167	4.720
220.4375	4.730
220.4583	4.720
220.4792	4.710
220.5000	4.690
220.5208	4.700
220.5417	4.660
220.5625	4.660
220.5833	4.640
220.6042	4.630
220.6250	4.630
220.6458	4.620
220.6667	4.620
220.6875	4.610
220.7083	4.610
220.7292	4.570
220.7500	4.570
220.7708	4.570
220.7917	4.550
220.8125	4.550
220.8333	4.550
220.8542	4.540
220.8750	4.540
220.8958	4.530
220.9167	4.510
220.9375	4.510
220.9583	4.500
220.9792	4.500
221.0000	4.480
221.0208	4.490
221.0417	4.490
221.0625	4.490
221.0833	4.430
221.1042	4.420
221.1250	4.420
221.1458	4.420
221.1667	4.420
221.1875	4.400
221.2083	4.380
221.2292	4.380
221.2500	4.360
221.2708	4.340
221.2917	4.330
221.3125	4.310
221.3333	4.290
221.3542	4.300
221.3750	4.290
221.3958	4.270
221.4167	4.270
221.4375	4.240
221.4583	4.250
221.4792	4.250
221.5000	4.240
221.5208	4.230
221.5417	4.230
221.5625	4.220
221.5833	4.190
221.6042	4.200
221.6250	4.220
221.6458	4.230
221.6667	4.230
221.6875	4.240
221.7083	4.250
221.7292	4.240
221.7500	4.230
221.7708	4.240
221.7917	4.220
221.8125	4.220
221.8333	4.220
221.8542	4.220
221.8750	4.230
221.8958	4.230
221.9167	4.270
221.9375	4.240
221.9583	4.250
221.9792	4.280
222.0000	4.260
222.0208	4.270
222.0417	4.260
222.0625	4.260
222.0833	4.260
222.1042	4.240
222.1250	4.240
222.1458	4.220
222.1667	4.220
222.1875	4.230
222.2083	4.210
222.2292	4.200
222.2500	4.180
222.2708	4.180
222.2917	4.180
222.3125	4.150
222.3333	4.160
222.3542	4.140
222.3750	4.120
222.3958	4.130
222.4167	4.120
222.4375	4.120
222.4583	4.120
222.4792	4.110
222.5000	4.120
222.5208	4.110
222.5417	4.110
222.5625	4.120
222.5833	4.120
222.6042	4.120
222.6250	4.110
222.6458	4.090
222.6667	4.090
222.6875	4.100
222.7083	4.080
222.7292	4.090
222.7500	4.070
222.7708	4.070
222.7917	4.060
222.8125	4.050
222.8333	4.050
222.8542	4.030
222.8750	4.030
222.8958	4.070
222.9167	4.060
222.9375	4.030
222.9583	4.010
222.9792	4.020
223.0000	4.030
223.0208	4.030
223.0417	4.010
223.0625	4.030
223.0833	4.020
223.1042	4.020
223.1250	4.020
223.1458	4.020
223.1667	4.010
223.1875	4.010
223.2083	4.010
223.2292	3.990
223.2500	3.970
223.2708	3.960
223.2917	3.950
223.3125	3.900
223.3333	3.890
223.3542	3.870
223.3750	3.840
223.3958	3.820
223.4167	3.790
223.4375	3.740
223.4583	3.710
223.4792	3.710
223.5000	3.670
223.5208	3.640
223.5417	3.650
223.5625	3.620
223.5833	3.600
223.6042	3.600
223.6250	3.600
223.6458	3.590
223.6667	3.600
223.6875	3.620
223.7083	3.620
223.7292	3.640
223.7500	3.650
223.7708	3.650
223.7917	3.680
223.8125	3.690
223.8333	3.700
223.8542	3.700
223.8750	3.730
223.8958	3.720
223.9167	3.700
223.9375	3.720
223.9583	3.690
223.9792	3.700
224.0000	3.700
224.0208	3.660
224.0417	3.660
224.0625	3.620
224.0833	3.640
224.1042	3.580
224.1250	3.590
224.1458	3.570
224.1667	3.560
224.1875	3.530
224.2083	3.550
224.2292	3.530
224.2500	3.510
224.2708	3.510
224.2917	3.530
224.3125	3.540
224.3333	3.540
224.3542	3.570
224.3750	3.590
224.3958	3.600
224.4167	3.610
224.4375	3.670
224.4583	3.700
224.4792	3.720
224.5000	3.750
224.5208	3.780
224.5417	3.770
224.5625	3.810
224.5833	3.830
224.6042	3.880
224.6250	3.840
224.6458	3.850
224.6667	3.860
224.6875	3.860
224.7083	3.850
224.7292	3.830
224.7500	3.820
224.7708	3.800
224.7917	3.790
224.8125	3.770
224.8333	3.760
224.8542	3.730
224.8750	3.720
224.8958	3.730
224.9167	3.710
224.9375	3.660
224.9583	3.640
224.9792	3.630
225.0000	3.610
225.0208	3.640
225.0417	3.580
225.0625	3.610
225.0833	3.530
225.1042	3.570
225.1250	3.560
225.1458	3.590
225.1667	3.590
225.1875	3.660
225.2083	3.700
225.2292	3.680
225.2500	3.750
225.2708	3.760
225.2917	3.790
225.3125	3.800
225.3333	3.780
225.3542	3.790
225.3750	3.800
225.3958	3.770
225.4167	3.740
225.4375	3.670
225.4583	3.640
225.4792	3.610
225.5000	3.550
225.5208	3.550
225.5417	3.480
225.5625	3.430
225.5833	3.400
225.6042	3.390
225.6250	3.340
225.6458	3.340
225.6667	3.310
225.6875	3.290
225.7083	3.290
225.7292	3.300
225.7500	3.290
225.7708	3.340
225.7917	3.330
225.8125	3.370
225.8333	3.420
225.8542	3.420
225.8750	3.460
225.8958	3.530
225.9167	3.540
225.9375	3.570
225.9583	3.600
225.9792	3.600
226.0000	3.600
226.0208	3.610
226.0417	3.590
226.0625	3.570
226.0833	3.550
226.1042	3.530
226.1250	3.500
226.1458	3.460
226.1667	3.410
226.1875	3.400
226.2083	3.360
226.2292	3.340
226.2500	3.310
226.2708	3.280
226.2917	3.250
226.3125	3.240
226.3333	3.250
226.3542	3.220
226.3750	3.240
226.3958	3.230
226.4167	3.200
226.4375	3.220
226.4583	3.250
226.4792	3.270
226.5000	3.300
226.5208	3.360
226.5417	3.370
226.5625	3.390
226.5833	3.450
226.6042	3.490
226.6250	3.550
226.6458	3.600
226.6667	3.640
226.6875	3.630
226.7083	3.660
226.7292	3.660
226.7500	3.670
226.7708	3.680
226.7917	3.700
226.8125	3.670
226.8333	3.710
226.8542	3.650
226.8750	3.630
226.8958	3.660
226.9167	3.660
226.9375	3.650
226.9583	3.590
226.9792	3.630
227.0000	3.620
227.0208	3.590
227.0417	3.600
227.0625	3.590
227.0833	3.540
227.1042	3.610
227.1250	3.650
227.1458	3.660
227.1667	3.650
227.1875	3.660
227.2083	3.680
227.2292	3.700
227.2500	3.700
227.2708	3.700
227.2917	3.730
227.3125	3.710
227.3333	3.740
227.3542	3.710
227.3750	3.710
227.3958	3.720
227.4167	3.710
227.4375	3.710
227.4583	3.690
227.4792	3.680
227.5000	3.680
227.5208	3.680
227.5417	3.680
227.5625	3.690
227.5833	3.670
227.6042	3.630
227.6250	3.650
227.6458	3.660
227.6667	3.630
227.6875	3.580
227.7083	3.600
227.7292	3.620
227.7500	3.600
227.7708	3.600
227.7917	3.610
227.8125	3.590
227.8333	3.600
227.8542	3.690
227.8750	3.650
227.8958	3.630
227.9167	3.660
227.9375	3.680
227.9583	3.660
227.9792	3.680
228.0000	3.680
228.0208	3.700
228.0417	3.630
228.0625	3.680
228.0833	3.680
228.1042	3.670
228.1250	3.650
228.1458	3.660
228.1667	3.670
228.1875	3.540
228.2083	3.620
228.2292	3.580
228.2500	3.580
228.2708	3.570
228.2917	3.570
228.3125	3.540
228.3333	3.540
228.3542	3.570
228.3750	3.620
228.3958	3.590
228.4167	3.600
228.4375	3.610
228.4583	3.610
228.4792	3.660
228.5000	3.640
228.5208	3.670
228.5417	3.650
228.5625	3.650
228.5833	3.670
228.6042	3.650
228.6250	3.630
228.6458	3.630
228.6667	3.670
228.6875	3.650
228.7083	3.640
228.7292	3.630
228.7500	3.620
228.7708	3.610
228.7917	3.620
228.8125	3.610
228.8333	3.620
228.8542	3.620
228.8750	3.630
228.8958	3.630
228.9167	3.620
228.9375	3.630
228.9583	3.630
228.9792	3.600
229.0000	3.560
229.0208	3.510
229.0417	3.500
229.0625	3.490
229.0833	3.480
229.1042	3.490
229.1250	3.510
229.1458	3.490
229.1667	3.510
229.1875	3.530
229.2083	3.550
229.2292	3.530
229.2500	3.540
229.2708	3.530
229.2917	3.510
229.3125	3.690
229.3333	3.520
229.3542	3.500
229.3750	3.510
229.3958	3.480
229.4167	3.480
229.4375	3.450
229.4583	3.450
229.4792	3.420
229.5000	3.440
229.5208	3.420
229.5417	3.410
229.5625	3.420
229.5833	3.400
229.6042	3.390
229.6250	3.400
229.6458	3.430
229.6667	3.480
229.6875	3.460
229.7083	3.520
229.7292	3.510
229.7500	3.510
229.7708	3.500
229.7917	3.480
229.8125	3.480
229.8333	3.460
229.8542	3.470
229.8750	3.470
229.8958	3.460
229.9167	3.460
229.9375	3.430
229.9583	3.430
229.9792	3.410
230.0000	3.430
230.0208	3.420
230.0417	3.400
230.0625	3.400
230.0833	3.400
230.1042	3.410
230.1250	3.530
230.1458	3.440
230.1667	3.450
230.1875	3.440
230.2083	3.440
230.2292	3.450
230.2500	3.460
230.2708	3.460
230.2917	3.450
230.3125	3.440
230.3333	3.430
230.3542	3.430
230.3750	3.420
230.3958	3.430
230.4167	3.450
230.4375	3.430
230.4583	3.420
230.4792	3.420
230.5000	3.420
230.5208	3.420
230.5417	3.420
230.5625	3.420
230.5833	3.390
230.6042	3.380
230.6250	3.370
230.6458	3.370
230.6667	3.370
230.6875	3.380
230.7083	3.380
230.7292	3.340
230.7500	3.330
230.7708	3.300
230.7917	3.330
230.8125	3.320
230.8333	3.330
230.8542	3.330
230.8750	3.310
230.8958	3.320
230.9167	3.320
230.9375	3.320
230.9583	3.300
230.9792	3.290
231.0000	3.290
231.0208	3.280
231.0417	3.290
231.0625	3.290
231.0833	3.300
231.1042	3.330
231.1250	3.340
231.1458	3.320
231.1667	3.290
231.1875	3.290
231.2083	3.300
231.2292	3.280
231.2500	3.290
231.2708	3.270
231.2917	3.270
231.3125	3.210
231.3333	3.230
231.3542	3.240
231.3750	3.220
231.3958	3.240
231.4167	3.240
231.4375	3.190
231.4583	3.180
231.4792	3.200
231.5000	3.190
231.5208	3.190
231.5417	3.180
231.5625	3.160
231.5833	3.160
231.6042	3.180
231.6250	3.180
231.6458	3.170
231.6667	3.170
231.6875	3.190
231.7083	3.190
231.7292	3.190
231.7500	3.170
231.7708	3.170
231.7917	3.180
231.8125	3.170
231.8333	3.190
231.8542	3.190
231.8750	3.170
231.8958	3.170
231.9167	3.160
231.9375	3.160
231.9583	3.150
231.9792	3.150
232.0000	3.160
232.0208	3.140
232.0417	3.130
232.0625	3.130
232.0833	3.120
232.1042	3.120
232.1250	3.120
232.1458	3.120
232.1667	3.130
232.1875	3.120
232.2083	3.120
232.2292	3.090
232.2500	3.070
232.2708	3.070
232.2917	3.070
232.3125	3.050
232.3333	3.040
232.3542	3.020
232.3750	3.020
232.3958	3.020
232.4167	2.990
232.4375	2.990
232.4583	2.960
232.4792	2.960
232.5000	2.950
232.5208	2.950
232.5417	2.910
232.5625	2.870
232.5833	2.890
232.6042	2.880
232.6250	2.860
232.6458	2.840
232.6667	2.820
232.6875	2.820
232.7083	2.800
232.7292	2.790
232.7500	2.810
232.7708	2.780
232.7917	2.760
232.8125	2.750
232.8333	2.740
232.8542	2.720
232.8750	2.700
232.8958	2.710
232.9167	2.690
232.9375	2.670
232.9583	2.650
232.9792	2.640
233.0000	2.630
233.0208	2.620
233.0417	2.620
233.0625	2.600
233.0833	2.590
233.1042	2.580
233.1250	2.590
233.1458	2.570
233.1667	2.600
233.1875	2.590
233.2083	2.580
233.2292	2.590
233.2500	2.600
233.2708	2.610
233.2917	2.580
233.3125	2.610
233.3333	2.610
233.3542	2.580
233.3750	2.620
233.3958	2.590
233.4167	2.580
233.4375	2.600
233.4583	2.580
