date	do
213.0208	8.120
213.0417	7.730
213.0625	7.580
213.0833	7.480
213.1042	7.510
213.1250	7.410
213.1458	7.510
213.1667	7.490
213.1875	7.240
213.2083	6.880
213.2292	7.350
213.2500	7.210
213.2708	7.330
213.2917	7.200
213.3125	7.100
213.3333	7.260
213.3542	7.260
213.3750	7.510
213.3958	7.600
213.4167	7.630
213.4375	7.600
213.4583	7.710
213.4792	7.910
213.5000	7.930
213.5208	7.930
213.5417	7.780
213.5625	7.650
213.5833	7.770
213.6042	7.740
213.6250	7.580
213.6458	7.650
213.6667	7.580
213.6875	7.730
213.7083	7.730
213.7292	7.690
213.7500	7.800
213.7708	7.810
213.7917	7.420
213.8125	7.820
213.8333	7.740
213.8542	7.880
213.8750	7.840
213.8958	7.570
213.9167	7.430
213.9375	7.870
213.9583	7.930
213.9792	7.860
214.0000	7.950
214.0208	7.980
214.0417	7.880
214.0625	7.740
214.0833	7.750
214.1042	7.760
214.1250	7.830
214.1458	7.600
214.1667	7.880
214.1875	7.910
214.2083	7.590
214.2292	7.830
214.2500	7.570
214.2708	7.770
214.2917	7.530
214.3125	7.660
214.3333	7.740
214.3542	7.880
214.3750	7.740
214.3958	7.620
214.4167	7.600
214.4375	7.440
214.4583	7.740
214.4792	7.730
214.5000	7.970
214.5208	8.160
214.5417	8.380
214.5625	8.290
214.5833	8.270
214.6042	8.290
214.6250	8.450
214.6458	8.410
214.6667	8.350
214.6875	8.380
214.7083	7.970
214.7292	7.960
214.7500	7.970
214.7708	8.320
214.7917	8.180
214.8125	8.090
214.8333	8.150
214.8542	8.070
214.8750	8.200
214.8958	8.150
214.9167	8.230
214.9375	8.170
214.9583	8.200
214.9792	8.200
215.0000	7.990
215.0208	8.000
215.0417	7.920
215.0625	8.210
215.0833	8.180
215.1042	8.250
215.1250	8.260
215.1458	8.320
215.1667	8.230
215.1875	8.320
215.2083	8.370
215.2292	8.180
215.2500	8.140
215.2708	7.950
215.2917	8.230
215.3125	7.760
215.3333	7.880
215.3542	8.070
215.3750	8.110
215.3958	7.970
215.4167	8.110
215.4375	7.910
215.4583	7.940
215.4792	8.070
215.5000	7.710
215.5208	7.660
215.5417	7.700
215.5625	8.040
215.5833	7.940
215.6042	7.920
215.6250	8.040
215.6458	7.870
215.6667	8.140
215.6875	7.920
215.7083	7.820
215.7292	7.780
215.7500	7.710
215.7708	7.900
215.7917	7.900
215.8125	7.860
215.8333	7.660
215.8542	7.640
215.8750	7.520
215.8958	7.320
215.9167	7.430
215.9375	7.440
215.9583	7.620
215.9792	7.510
216.0000	7.670
216.0208	7.420
216.0417	7.640
216.0625	7.550
216.0833	7.670
216.1042	7.620
216.1250	7.410
216.1458	7.430
216.1667	7.520
216.1875	7.650
216.2083	7.440
216.2292	7.660
216.2500	7.500
216.2708	7.480
216.2917	7.530
216.3125	7.540
216.3333	7.540
216.3542	7.590
216.3750	7.410
216.3958	7.650
216.4167	7.370
216.4375	7.550
216.4583	7.490
216.4792	7.630
216.5000	7.540
216.5208	7.390
216.5417	7.300
216.5625	7.340
216.5833	7.260
216.6042	7.140
216.6250	7.030
216.6458	7.130
216.6667	7.230
216.6875	7.370
216.7083	7.110
216.7292	7.170
216.7500	7.420
216.7708	7.180
216.7917	6.960
216.8125	6.850
216.8333	7.150
216.8542	7.070
216.8750	6.910
216.8958	6.570
216.9167	7.410
216.9375	7.460
216.9583	7.220
216.9792	7.400
217.0000	7.530
217.0208	7.340
217.0417	7.090
217.0625	7.870
217.0833	7.420
217.1042	7.830
217.1250	7.870
217.1458	7.730
217.1667	7.820
217.1875	7.970
217.2083	7.680
217.2292	7.780
217.2500	7.580
217.2708	7.450
217.2917	7.390
217.3125	7.210
217.3333	7.130
217.3542	6.770
217.3750	8.090
217.3958	9.150
217.4167	9.390
217.4375	9.610
217.4583	9.850
217.4792	9.780
217.5000	10.010
217.5208	10.080
217.5417	10.120
217.5625	10.260
217.5833	10.450
217.6042	10.500
217.6250	10.480
217.6458	10.550
217.6667	10.490
217.6875	10.400
217.7083	10.460
217.7292	10.490
217.7500	10.370
217.7708	10.430
217.7917	10.340
217.8125	10.550
217.8333	10.480
217.8542	10.580
217.8750	10.570
217.8958	10.560
217.9167	10.600
217.9375	10.650
217.9583	10.660
217.9792	10.620
218.0000	10.670
218.0208	10.540
218.0417	10.630
218.0625	10.580
218.0833	10.400
218.1042	10.590
218.1250	10.520
218.1458	10.730
218.1667	10.750
218.1875	10.370
218.2083	10.580
218.2292	10.590
218.2500	10.630
218.2708	10.620
218.2917	10.630
218.3125	10.560
218.3333	10.610
218.3542	10.620
218.3750	10.430
218.3958	10.530
218.4167	10.500
218.4375	10.480
218.4583	10.210
218.4792	10.320
218.5000	10.200
218.5208	10.310
218.5417	10.360
218.5625	10.360
218.5833	10.300
218.6042	10.240
218.6250	10.410
218.6458	10.300
218.6667	10.120
218.6875	10.240
218.7083	10.130
218.7292	10.170
218.7500	10.080
218.7708	10.040
218.7917	10.270
218.8125	10.120
218.8333	10.110
218.8542	10.170
218.8750	10.020
218.8958	10.010
218.9167	9.970
218.9375	9.840
218.9583	9.780
218.9792	9.730
219.0000	10.150
219.0208	9.800
219.0417	10.090
219.0625	10.050
219.0833	9.980
219.1042	9.960
219.1250	9.840
219.1458	9.730
219.1667	9.970
219.1875	10.000
219.2083	10.020
219.2292	10.090
219.2500	10.160
219.2708	10.150
219.2917	10.130
219.3125	10.170
219.3333	10.310
219.3542	10.340
219.3750	10.510
219.3958	10.500
219.4167	10.650
219.4375	10.710
219.4583	10.720
219.4792	10.880
219.5000	10.990
219.5208	11.080
219.5417	11.380
219.5625	11.330
219.5833	11.410
219.6042	11.450
219.6250	11.480
219.6458	11.330
219.6667	11.390
219.6875	11.550
219.7083	11.640
219.7292	11.680
219.7500	11.610
219.7708	11.440
219.7917	11.310
219.8125	11.480
219.8333	11.450
219.8542	11.410
219.8750	11.280
219.8958	11.330
219.9167	11.130
219.9375	11.180
219.9583	11.040
219.9792	11.030
220.0000	10.780
220.0208	10.770
220.0417	10.760
220.0625	10.680
220.0833	10.710
220.1042	10.720
220.1250	10.800
220.1458	10.770
220.1667	10.910
220.1875	10.940
220.2083	10.990
220.2292	10.890
220.2500	11.130
220.2708	11.050
220.2917	10.960
220.3125	10.960
220.3333	10.950
220.3542	11.070
220.3750	11.000
220.3958	10.910
220.4167	10.970
220.4375	10.940
220.4583	10.770
220.4792	10.710
220.5000	10.760
220.5208	10.510
220.5417	10.470
220.5625	10.650
220.5833	10.590
220.6042	10.330
220.6250	10.490
220.6458	10.340
220.6667	10.340
220.6875	10.370
220.7083	10.500
220.7292	10.500
220.7500	10.460
220.7708	10.420
220.7917	10.430
220.8125	10.490
220.8333	10.400
220.8542	10.460
220.8750	10.470
220.8958	10.340
220.9167	10.450
220.9375	10.510
220.9583	10.560
220.9792	10.580
221.0000	10.430
221.0208	10.440
221.0417	10.440
221.0625	10.490
221.0833	10.710
221.1042	10.720
221.1250	10.830
221.1458	10.610
221.1667	10.670
221.1875	10.680
221.2083	10.520
221.2292	10.600
221.2500	10.550
221.2708	10.580
221.2917	10.560
221.3125	10.540
221.3333	10.440
221.3542	10.340
221.3750	10.350
221.3958	10.160
221.4167	10.200
221.4375	10.170
221.4583	10.250
221.4792	10.250
221.5000	10.150
221.5208	10.270
221.5417	10.290
221.5625	10.270
221.5833	10.310
221.6042	10.250
221.6250	10.260
221.6458	10.190
221.6667	10.210
221.6875	10.420
221.7083	10.370
221.7292	10.230
221.7500	10.310
221.7708	10.220
221.7917	10.180
221.8125	10.230
221.8333	10.160
221.8542	10.040
221.8750	10.080
221.8958	10.010
221.9167	9.900
221.9375	9.970
221.9583	9.970
221.9792	9.940
222.0000	10.050
222.0208	9.920
222.0417	10.010
222.0625	9.930
222.0833	9.820
222.1042	9.930
222.1250	9.880
222.1458	9.670
222.1667	9.650
222.1875	9.730
222.2083	9.480
222.2292	9.520
222.2500	9.480
222.2708	9.390
222.2917	9.150
222.3125	9.230
222.3333	9.330
222.3542	9.240
222.3750	9.080
222.3958	9.230
222.4167	9.050
222.4375	8.910
222.4583	8.970
222.4792	8.880
222.5000	8.950
222.5208	8.800
222.5417	8.910
222.5625	8.920
222.5833	8.800
222.6042	8.900
222.6250	8.970
222.6458	9.160
222.6667	9.180
222.6875	9.130
222.7083	9.190
222.7292	9.190
222.7500	9.270
222.7708	10.070
222.7917	9.900
222.8125	9.750
222.8333	9.880
222.8542	9.600
222.8750	9.840
222.8958	9.840
222.9167	9.880
222.9375	9.750
222.9583	9.840
222.9792	9.890
223.0000	9.900
223.0208	9.810
223.0417	9.770
223.0625	9.860
223.0833	9.700
223.1042	9.710
223.1250	9.660
223.1458	9.630
223.1667	9.490
223.1875	9.470
223.2083	9.280
223.2292	9.370
223.2500	9.590
223.2708	9.550
223.2917	9.420
223.3125	9.330
223.3333	9.130
223.3542	9.180
223.3750	8.940
223.3958	8.980
223.4167	8.980
223.4375	8.930
223.4583	8.860
223.4792	8.760
223.5000	8.780
223.5208	8.760
223.5417	8.770
223.5625	8.770
223.5833	8.810
223.6042	8.700
223.6250	8.700
223.6458	8.730
223.6667	8.710
223.6875	8.370
223.7083	8.240
223.7292	8.410
223.7500	8.270
223.7708	7.990
223.7917	8.110
223.8125	7.980
223.8333	8.050
223.8542	8.130
223.8750	8.040
223.8958	7.970
223.9167	7.800
223.9375	7.760
223.9583	7.530
223.9792	7.370
224.0000	7.550
224.0208	7.370
224.0417	7.320
224.0625	7.350
224.0833	7.300
224.1042	7.230
224.1250	7.160
224.1458	7.050
224.1667	7.130
224.1875	6.910
224.2083	6.900
224.2292	6.900
224.2500	7.100
224.2708	6.970
224.2917	6.990
224.3125	7.010
224.3333	7.200
224.3542	6.900
224.3750	6.990
224.3958	6.850
224.4167	6.920
224.4375	6.860
224.4583	6.720
224.4792	6.540
224.5000	6.750
224.5208	6.280
224.5417	6.430
224.5625	6.450
224.5833	6.320
224.6042	6.270
224.6250	6.170
224.6458	5.980
224.6667	5.970
224.6875	5.870
224.7083	5.780
224.7292	5.740
224.7500	6.070
224.7708	5.850
224.7917	5.720
224.8125	5.850
224.8333	6.060
224.8542	6.060
224.8750	5.980
224.8958	5.860
224.9167	5.620
224.9375	5.600
224.9583	5.570
224.9792	5.540
225.0000	5.600
225.0208	5.650
225.0417	5.700
225.0625	5.680
225.0833	5.680
225.1042	5.940
225.1250	5.970
225.1458	5.680
225.1667	5.810
225.1875	5.930
225.2083	5.900
225.2292	5.700
225.2500	5.510
225.2708	5.520
225.2917	5.650
225.3125	5.700
225.3333	5.630
225.3542	5.570
225.3750	5.620
225.3958	5.750
225.4167	5.670
225.4375	5.710
225.4583	5.750
225.4792	5.800
225.5000	5.730
225.5208	5.850
225.5417	5.790
225.5625	5.870
225.5833	6.000
225.6042	6.020
225.6250	6.050
225.6458	5.750
225.6667	5.780
225.6875	5.680
225.7083	5.740
225.7292	5.940
225.7500	5.820
225.7708	5.810
225.7917	5.880
225.8125	5.940
225.8333	5.870
225.8542	5.950
225.8750	6.050
225.8958	6.060
225.9167	5.860
225.9375	5.950
225.9583	5.910
225.9792	5.830
226.0000	5.870
226.0208	5.770
226.0417	5.820
226.0625	5.730
226.0833	5.700
226.1042	5.960
226.1250	5.870
226.1458	5.690
226.1667	5.570
226.1875	5.520
226.2083	5.580
226.2292	5.970
226.2500	5.510
226.2708	5.500
226.2917	5.570
226.3125	5.570
226.3333	5.320
226.3542	5.210
226.3750	5.110
226.3958	5.240
226.4167	5.160
226.4375	5.210
226.4583	5.020
226.4792	5.390
226.5000	5.020
226.5208	5.130
226.5417	5.140
226.5625	5.150
226.5833	5.050
226.6042	5.000
226.6250	5.120
226.6458	5.090
226.6667	4.960
226.6875	4.930
226.7083	4.970
226.7292	5.270
226.7500	4.830
226.7708	4.840
226.7917	4.880
226.8125	5.190
226.8333	4.860
226.8542	4.870
226.8750	4.990
226.8958	4.880
226.9167	4.740
226.9375	4.870
226.9583	4.840
226.9792	4.980
227.0000	5.070
227.0208	5.100
227.0417	5.060
227.0625	5.040
227.0833	5.030
227.1042	4.940
227.1250	4.980
227.1458	4.860
227.1667	4.840
227.1875	4.740
227.2083	4.750
227.2292	4.630
227.2500	4.620
227.2708	4.630
227.2917	4.710
227.3125	4.720
227.3333	4.810
227.3542	4.700
227.3750	4.590
227.3958	4.500
227.4167	4.540
227.4375	4.870
227.4583	4.880
227.4792	4.870
227.5000	4.970
227.5208	4.980
227.5417	4.870
227.5625	4.830
227.5833	4.710
227.6042	4.790
227.6250	4.590
227.6458	4.570
227.6667	4.420
227.6875	4.540
227.7083	4.390
227.7292	4.420
227.7500	4.340
227.7708	4.260
227.7917	4.190
227.8125	4.240
227.8333	4.070
227.8542	3.950
227.8750	4.030
227.8958	3.990
227.9167	3.980
227.9375	4.020
227.9583	3.740
227.9792	3.950
228.0000	3.840
228.0208	4.040
228.0417	4.000
228.0625	4.090
228.0833	4.210
228.1042	4.150
228.1250	3.990
228.1458	3.940
228.1667	3.940
228.1875	3.910
228.2083	4.090
228.2292	4.020
228.2500	3.990
228.2708	4.000
228.2917	4.070
228.3125	4.140
228.3333	3.950
228.3542	4.050
228.3750	3.840
228.3958	3.760
228.4167	3.500
228.4375	3.350
228.4583	3.250
228.4792	3.370
228.5000	3.250
228.5208	3.450
228.5417	3.630
228.5625	3.770
228.5833	3.760
228.6042	3.700
228.6250	3.620
228.6458	3.770
228.6667	3.590
228.6875	3.710
228.7083	3.710
228.7292	3.740
228.7500	3.830
228.7708	3.780
228.7917	3.740
228.8125	3.850
228.8333	3.700
228.8542	4.050
228.8750	3.950
228.8958	3.960
228.9167	3.910
228.9375	3.760
228.9583	3.790
228.9792	3.590
229.0000	3.850
229.0208	3.420
229.0417	3.850
229.0625	3.720
229.0833	3.660
229.1042	3.620
229.1250	3.520
229.1458	3.610
229.1667	3.360
229.1875	3.750
229.2083	3.750
229.2292	3.850
229.2500	3.780
229.2708	3.530
229.2917	3.740
229.3125	3.830
229.3333	3.770
229.3542	3.720
229.3750	3.840
229.3958	3.610
229.4167	3.630
229.4375	3.540
229.4583	3.510
229.4792	3.340
229.5000	3.430
229.5208	3.350
229.5417	3.570
229.5625	3.500
229.5833	3.440
229.6042	3.470
229.6250	3.470
229.6458	3.580
229.6667	3.580
229.6875	3.640
229.7083	3.650
229.7292	3.820
229.7500	3.980
229.7708	4.090
229.7917	4.220
229.8125	4.250
229.8333	4.240
229.8542	4.430
229.8750	4.630
229.8958	4.760
229.9167	4.810
229.9375	4.870
229.9583	5.010
229.9792	5.050
230.0000	4.910
230.0208	4.890
230.0417	4.900
230.0625	4.710
230.0833	4.560
230.1042	4.530
230.1250	4.300
230.1458	4.210
230.1667	4.090
230.1875	4.070
230.2083	4.200
230.2292	4.130
230.2500	4.150
230.2708	4.110
230.2917	4.110
230.3125	4.100
230.3333	4.150
230.3542	4.090
230.3750	4.120
230.3958	4.110
230.4167	4.170
230.4375	3.910
230.4583	3.770
230.4792	3.460
230.5000	3.520
230.5208	3.450
230.5417	3.500
230.5625	4.010
230.5833	4.020
230.6042	4.020
230.6250	3.930
230.6458	4.060
230.6667	4.060
230.6875	4.060
230.7083	4.110
230.7292	4.060
230.7500	4.120
230.7708	4.070
230.7917	4.180
230.8125	4.160
230.8333	4.140
230.8542	4.080
230.8750	3.840
230.8958	4.070
230.9167	3.980
230.9375	4.050
230.9583	3.980
230.9792	4.010
231.0000	3.940
231.0208	4.020
231.0417	3.990
231.0625	4.030
231.0833	4.040
231.1042	3.960
231.1250	4.000
231.1458	4.140
231.1667	4.130
231.1875	4.110
231.2083	4.100
231.2292	3.770
231.2500	4.050
231.2708	3.890
231.2917	3.950
231.3125	3.920
231.3333	3.780
231.3542	3.910
231.3750	3.780
231.3958	3.770
231.4167	3.830
231.4375	3.700
231.4583	3.860
231.4792	3.810
231.5000	3.870
231.5208	3.860
231.5417	3.800
231.5625	3.730
231.5833	3.800
231.6042	3.720
231.6250	3.800
231.6458	3.820
231.6667	3.690
231.6875	3.640
231.7083	3.670
231.7292	3.700
231.7500	3.690
231.7708	3.730
231.7917	3.650
231.8125	3.590
231.8333	3.640
231.8542	3.560
231.8750	3.460
231.8958	3.500
231.9167	3.440
231.9375	3.380
231.9583	3.410
231.9792	3.450
232.0000	3.260
232.0208	3.330
232.0417	3.270
232.0625	3.280
232.0833	3.220
232.1042	3.350
232.1250	3.320
232.1458	3.400
232.1667	3.210
232.1875	3.370
232.2083	3.230
232.2292	3.220
