 YSI data from 1 mab at station  7 2007, times are edt                                         
     date    depth     temp     cond       do     turb      chl     batv        
 220.5833   24.026   10.400  190.000    4.640    3.400  500.000   13.900
 220.6042   24.008   10.400  190.000    4.630   -6.300  500.000   13.800
 220.6250   24.016   10.400  190.000    4.630   -8.200  500.000   13.800
 220.6458   24.010   10.400  190.000    4.620   -8.000  500.000   13.900
 220.6667   24.012   10.400  190.000    4.620   -7.100  500.000   13.800
 220.6875   24.001   10.400  190.000    4.610   11.700  500.000   13.800
 220.7083   24.011   10.400  190.000    4.610   11.400  500.000   13.900
 220.7292   24.032   10.400  190.000    4.570    7.200  500.000   13.900
 220.7500   24.036   10.400  190.000    4.570   -3.700  500.000   13.800
 220.7708   24.033   10.410  190.000    4.570   -1.800  500.000   13.800
 220.7917   24.046   10.410  190.000    4.550    9.800  500.000   13.800
 220.8125   24.042   10.410  190.000    4.550   10.100  500.000   13.800
 220.8333   24.036   10.410  190.000    4.550    7.300  500.000   13.800
 220.8542   24.030   10.410  190.000    4.540   -2.900  500.000   13.800
 220.8750   24.042   10.410  190.000    4.540   -5.400  500.000   13.800
 220.8958   24.039   10.410  190.000    4.530   -6.200  500.000   13.800
 220.9167   24.040   10.410  190.000    4.510   -3.200  500.000   13.800
 220.9375   24.037   10.410  190.000    4.510   10.100  500.000   13.800
 220.9583   24.029   10.400  190.000    4.500   -2.100  500.000   13.800
 220.9792   24.009   10.400  190.000    4.500   -5.300  500.000   13.800
 221.0000   24.033   10.400  190.000    4.480    8.300  500.000   13.800
 221.0208   24.023   10.400  190.000    4.490   -1.000  500.000   13.800
 221.0417   24.037   10.400  190.000    4.490    4.800  500.000   13.800
 221.0625   24.031   10.400  190.000    4.490   11.100  500.000   13.800
 221.0833   24.040   10.400  190.000    4.430   16.000  500.000   13.800
 221.1042   24.059   10.400  190.000    4.420   15.200  500.000   13.800
 221.1250   24.057   10.400  190.000    4.420   13.100  500.000   13.800
 221.1458   24.071   10.410  190.000    4.420    9.500  500.000   13.800
 221.1667   24.061   10.410  190.000    4.420   -0.400  500.000   13.700
 221.1875   24.063   10.420  190.000    4.400    3.100  500.000   13.800
 221.2083   24.092   10.420  190.000    4.380    1.200  500.000   13.700
 221.2292   24.083   10.420  190.000    4.380   15.900  500.000   13.700
 221.2500   24.048   10.420  190.000    4.360    2.600  500.000   13.800
 221.2708   24.076   10.420  190.000    4.340   13.000  500.000   13.800
 221.2917   24.060   10.430  190.000    4.330   13.400  500.000   13.800
 221.3125   24.068   10.430  190.000    4.310   15.800  500.000   13.800
 221.3333   24.028   10.440  190.000    4.290    9.800  500.000   13.800
 221.3542   24.024   10.440  190.000    4.300    0.600  500.000   13.800
 221.3750   24.039   10.440  190.000    4.290   -2.700  500.000   13.800
 221.3958   24.015   10.440  190.000    4.270   -1.300  500.000   13.800
 221.4167   24.037   10.450  190.000    4.270    3.600  500.000   13.800
 221.4375   24.033   10.450  190.000    4.240   -2.600  500.000   13.800
 221.4583   24.034   10.450  190.000    4.250    6.700  500.000   13.700
 221.4792   24.038   10.450  190.000    4.250   -5.800  500.000   13.700
 221.5000   24.069   10.450  190.000    4.240   17.500  500.000   13.700
 221.5208   24.052   10.440  190.000    4.230   10.800  500.000   13.800
 221.5417   24.058   10.440  190.000    4.230    6.500  500.000   13.800
 221.5625   24.068   10.440  190.000    4.220   -1.600  500.000   13.800
 221.5833   24.048   10.440  190.000    4.190   -6.500  500.000   13.800
 221.6042   24.044   10.440  190.000    4.200   -6.500  500.000   13.800
 221.6250   24.058   10.440  190.000    4.220    6.900  500.000   13.800
 221.6458   24.063   10.440  190.000    4.230   10.600  500.000   13.700
 221.6667   24.062   10.440  190.000    4.230    4.100  500.000   13.700
 221.6875   24.046   10.440  190.000    4.240   -6.900  500.000   13.700
 221.7083   24.064   10.440  190.000    4.250   -6.400  500.000   13.700
 221.7292   24.106   10.440  190.000    4.240    2.100  500.000   13.800
 221.7500   24.060   10.440  190.000    4.230   -2.600  500.000   13.800
 221.7708   24.058   10.440  190.000    4.240   -1.000  500.000   13.700
 221.7917   24.075   10.440  190.000    4.220    1.600  500.000   13.700
 221.8125   24.049   10.440  190.000    4.220    2.400  500.000   13.700
 221.8333   24.046   10.430  190.000    4.220    0.600  500.000   13.800
 221.8542   24.066   10.430  190.000    4.220    2.100  500.000   13.800
 221.8750   24.063   10.440  190.000    4.230    1.500  500.000   13.700
 221.8958   24.072   10.440  190.000    4.230    0.100  500.000   13.600
 221.9167   24.035   10.440  190.000    4.270    4.200  500.000   13.700
 221.9375   24.069   10.440  190.000    4.240    9.300  500.000   13.800
 221.9583   24.044   10.440  190.000    4.250   11.500  500.000   13.700
 221.9792   24.044   10.440  190.000    4.280    6.100  500.000   13.500
 222.0000   24.021   10.440  190.000    4.260    4.700  500.000   13.600
 222.0208   24.014   10.440  190.000    4.270   -2.900  500.000   13.700
 222.0417   24.024   10.440  190.000    4.260    0.100  500.000   13.700
 222.0625   24.029   10.440  190.000    4.260    0.000  500.000   13.600
 222.0833   24.031   10.440  190.000    4.260   -1.700  500.000   13.700
 222.1042   24.022   10.430  190.000    4.240   -1.400  500.000   13.700
 222.1250   24.018   10.430  190.000    4.240   -1.300  500.000   13.700
 222.1458   24.039   10.430  190.000    4.220   -2.500  500.000   13.700
 222.1667   24.027   10.430  190.000    4.220   -2.900  500.000   13.800
 222.1875   24.030   10.430  190.000    4.230   -3.000  500.000   13.800
 222.2083   24.019   10.420  190.000    4.210   -2.400  500.000   13.800
 222.2292   24.057   10.420  190.000    4.200   -2.700  500.000   13.800
 222.2500   24.054   10.420  190.000    4.180    4.500  500.000   13.700
 222.2708   24.047   10.420  190.000    4.180   -1.900  500.000   13.800
 222.2917   24.074   10.420  190.000    4.180   -2.700  468.900   13.700
 222.3125   24.068   10.420  190.000    4.150   -1.300  500.000   13.800
 222.3333   24.078   10.420  190.000    4.160   -3.000  278.400   13.700
 222.3542   24.086   10.420  190.000    4.140   -2.600  243.200   13.700
 222.3750   24.076   10.410  190.000    4.120   -2.900  441.200   13.800
 222.3958   24.096   10.410  190.000    4.130   -3.200  438.000   13.700
 222.4167   24.093   10.410  190.000    4.120   -2.200  500.000   13.700
 222.4375   24.093   10.410  190.000    4.120   -2.700  500.000   13.700
 222.4583   24.094   10.400  190.000    4.120   -2.700  500.000   13.700
 222.4792   24.078   10.400  190.000    4.110   -2.700  500.000   13.800
 222.5000   24.082   10.400  190.000    4.120   -2.700  500.000   13.800
 222.5208   24.066   10.390  182.000    4.110   -2.700  500.000   13.600
 222.5417   24.073   10.390  190.000    4.110   -2.700  500.000   13.800
 222.5625   24.067   10.390  190.000    4.120   -2.700  500.000   13.600
 222.5833   24.078   10.380  190.000    4.120   -2.700  500.000   13.700
 222.6042   24.066   10.380  189.000    4.120   -2.700  500.000   13.800
 222.6250   24.065   10.380  190.000    4.110   -2.700  500.000   13.600
 222.6458   24.058   10.380  190.000    4.090   -2.700  500.000   13.700
 222.6667   24.057   10.380  189.000    4.090   -2.700  500.000   13.700
 222.6875   24.065   10.370  190.000    4.100   -2.700  500.000   13.800
 222.7083   24.059   10.370  190.000    4.080   -2.700  500.000   13.700
 222.7292   24.037   10.370  190.000    4.090   -2.600  500.000   13.700
 222.7500   24.075   10.370  190.000    4.070   -2.700  500.000   13.700
 222.7708   24.066   10.370  190.000    4.070   -2.700  500.000   13.600
 222.7917   24.070   10.370  188.000    4.060   -2.700  500.000   13.800
 222.8125   24.074   10.370  190.000    4.050   -2.700  500.000   13.300
 222.8333   24.080   10.370  190.000    4.050   -2.700  500.000   13.300
 222.8542   24.071   10.370  190.000    4.030   -2.700  500.000   13.400
 222.8750   24.081   10.370  190.000    4.030   -2.700  500.000   13.500
 222.8958   24.090   10.370  190.000    4.070   -2.700  500.000   13.700
 222.9167   24.101   10.370  190.000    4.060   -2.700  500.000   13.600
 222.9375   24.085   10.360  182.000    4.030   -2.700  500.000   13.500
 222.9583   24.096   10.360  190.000    4.010   -2.700  500.000   13.600
 222.9792   24.083   10.360  190.000    4.020   -2.700  500.000   13.500
 223.0000   24.084   10.360  190.000    4.030   -2.700  500.000   13.500
 223.0208   24.095   10.360  189.000    4.030   -2.700  500.000   13.500
 223.0417   24.090   10.360  190.000    4.010   -2.700  500.000   13.500
 223.0625   24.098   10.360  190.000    4.030   -2.700  500.000   13.500
 223.0833   24.098   10.350  189.000    4.020   -2.700  500.000   13.400
 223.1042   24.107   10.350  190.000    4.020   -2.700  500.000   13.500
 223.1250   24.114   10.350  190.000    4.020   -2.700  500.000   13.500
 223.1458   24.106   10.350  190.000    4.020   -2.700  500.000   13.400
 223.1667   24.118   10.350  189.000    4.010   -2.700  500.000   13.500
 223.1875   24.118   10.350  189.000    4.010   -2.700  500.000   13.500
 223.2083   24.117   10.350  189.000    4.010   -2.700  500.000   13.500
 223.2292   24.112   10.350  189.000    3.990   -2.700  500.000   13.500
 223.2500   24.112   10.350  189.000    3.970   -2.700  500.000   13.600
 223.2708   24.121   10.350  189.000    3.960   -2.700  500.000   13.700
 223.2917   24.112   10.350  189.000    3.950   -2.700  500.000   13.700
 223.3125   24.124   10.350  189.000    3.900   -2.700  500.000   13.600
 223.3333   24.117   10.350  189.000    3.890   -2.700  500.000   13.800
 223.3542   24.118   10.350  183.000    3.870   -2.700  500.000   13.600
 223.3750   24.113   10.360  189.000    3.840   -2.700  500.000   13.600
 223.3958   24.116   10.360  189.000    3.820   -2.700  500.000   13.700
 223.4167   24.125   10.360  189.000    3.790   -2.700  500.000   13.600
 223.4375   24.128   10.360  189.000    3.740   -2.700  500.000   13.700
 223.4583   24.128   10.370  189.000    3.710   -2.700    4.400   13.700
 223.4792   24.128   10.370  189.000    3.710   -2.700    4.100   13.700
 223.5000   24.125   10.370  189.000    3.670   -2.700    4.200   13.700
 223.5208   24.124   10.380  189.000    3.640   -2.700    4.200   13.700
 223.5417   24.130   10.380  189.000    3.650   -2.700    5.100   13.700
 223.5625   24.127   10.380  189.000    3.620   -2.700    6.600   13.600
 223.5833   24.126   10.380  189.000    3.600   -2.700    5.900   13.800
 223.6042   24.127   10.380  189.000    3.600   -2.700    4.200   13.600
 223.6250   24.129   10.380  184.000    3.600   -2.700    4.200   13.700
 223.6458   24.118   10.380  189.000    3.590   -2.700    6.200   13.700
 223.6667   24.128   10.380  189.000    3.600   -2.700    8.100   13.700
 223.6875   24.119   10.380  189.000    3.620   -2.700   11.300   13.600
 223.7083   24.113   10.370  189.000    3.620   -2.700    4.700   13.600
 223.7292   24.115   10.370  189.000    3.640   -2.700    4.200   13.600
 223.7500   24.105   10.370  183.000    3.650   -2.700   13.800   13.600
 223.7708   24.107   10.370  189.000    3.650   -2.700   53.500   13.600
 223.7917   24.118   10.370  189.000    3.680   -2.700   21.400   13.700
 223.8125   24.121   10.370  189.000    3.690   -2.700   53.000   13.700
 223.8333   24.124   10.370  189.000    3.700   -2.700    8.300   13.600
 223.8542   24.118   10.370  189.000    3.700   -2.700   40.900   13.600
 223.8750   24.123   10.370  187.000    3.730   -2.700  422.000   13.600
 223.8958   24.131   10.370  189.000    3.720   -2.700  311.300   13.700
 223.9167   24.134   10.370  190.000    3.700   -2.700   21.000   13.700
 223.9375   24.144   10.370  189.000    3.720   -2.700    4.500   13.600
 223.9583   24.137   10.370  189.000    3.690   -2.700   15.100   13.800
 223.9792   24.139   10.370  189.000    3.700   -2.700   61.100   13.500
 224.0000   24.136   10.370  189.000    3.700   -2.700  500.000   13.600
 224.0208   24.138   10.380  189.000    3.660   -2.700  500.000   13.600
 224.0417   24.131   10.380  189.000    3.660   -2.700   84.400   13.500
 224.0625   24.123   10.380  189.000    3.620   -2.700   46.600   13.600
 224.0833   24.116   10.380  189.000    3.640   -2.700  107.400   13.500
 224.1042   24.121   10.380  189.000    3.580   -2.700  500.000   13.500
 224.1250   24.107   10.380  189.000    3.590   -2.700   43.100   13.600
 224.1458   24.107   10.390  188.000    3.570   -2.700  500.000   13.600
 224.1667   24.105   10.390  189.000    3.560   -2.700  500.000   13.700
 224.1875   24.111   10.390  189.000    3.530   -2.700  500.000   13.400
 224.2083   24.108   10.390  189.000    3.550   -2.700   24.500   13.600
 224.2292   24.111   10.380  189.000    3.530   -2.700    5.000   13.600
 224.2500   24.107   10.380  189.000    3.510   -2.700   14.000   13.700
 224.2708   24.110   10.380  182.000    3.510   -2.700   97.100   13.600
 224.2917   24.118   10.380  189.000    3.530   -2.700   39.900   13.500
 224.3125   24.128   10.380  189.000    3.540   -2.700  360.000   13.600
 224.3333   24.133   10.380  189.000    3.540   -2.700   27.200   13.600
 224.3542   24.126   10.380  189.000    3.570   -2.700   11.300   13.600
 224.3750   24.133   10.380  189.000    3.590   -2.700  500.000   13.500
 224.3958   24.133   10.370  189.000    3.600   -2.700   89.900   13.600
 224.4167   24.124   10.370  188.000    3.610   -2.700   24.800   13.700
 224.4375   24.122   10.370  189.000    3.670   -2.700  141.900   13.600
 224.4583   24.093   10.370  189.000    3.700   -2.700  212.400   13.500
 224.4792   24.098   10.370  190.000    3.720   -2.700   16.700   13.500
 224.5000   24.102   10.370  190.000    3.750   -2.700  125.200   13.600
 224.5208   24.092   10.370  189.000    3.780   -2.700  500.000   13.400
 224.5417   24.089   10.370  189.000    3.770   -2.700  124.400   13.600
 224.5625   24.096   10.370  189.000    3.810   -2.700   78.100   13.600
 224.5833   24.083   10.370  189.000    3.830   -2.700    8.800   13.600
 224.6042   24.074   10.370  190.000    3.880   -2.700   37.200   13.500
 224.6250   24.094   10.370  190.000    3.840   -2.700  394.100   13.400
 224.6458   24.097   10.370  180.000    3.850   -2.700  164.700   13.600
 224.6667   24.099   10.370  190.000    3.860   -2.700   50.400   13.700
 224.6875   24.135   10.380  189.000    3.860   -2.700  289.600   13.500
 224.7083   24.131   10.380  189.000    3.850   -2.700  500.000   13.400
 224.7292   24.115   10.380  190.000    3.830   -2.700    9.700   13.600
 224.7500   24.112   10.380  190.000    3.820   -2.700    4.800   13.500
 224.7708   24.120   10.380  189.000    3.800   -2.700  138.100   13.600
 224.7917   24.126   10.380  189.000    3.790   -2.700  236.200   13.600
 224.8125   24.129   10.380  189.000    3.770   -2.700  500.000   13.300
 224.8333   24.119   10.380  190.000    3.760   -2.700  174.000   13.600
 224.8542   24.131   10.380  189.000    3.730   -2.700   19.600   13.500
 224.8750   24.109   10.380  183.000    3.720   -2.700   19.700   13.500
 224.8958   24.110   10.380  189.000    3.730   -2.700  500.000   13.400
 224.9167   24.108   10.380  190.000    3.710   -2.700  500.000   13.500
 224.9375   24.108   10.380  190.000    3.660   -2.700  500.000   13.400
 224.9583   24.093   10.380  189.000    3.640   -2.700  500.000   13.500
 224.9792   24.101   10.380  189.000    3.630   -2.700  106.000   13.400
 225.0000   24.103   10.380  190.000    3.610   -2.700  214.700   13.600
 225.0208   24.097   10.380  190.000    3.640   -2.700  106.000   13.500
 225.0417   24.098   10.380  189.000    3.580   -2.700   12.500   13.500
 225.0625   24.109   10.380  189.000    3.610   -2.700   22.000   13.500
 225.0833   24.095   10.380  189.000    3.530   -2.700  258.900   13.500
 225.1042   24.099   10.380  189.000    3.570   -2.700   58.500   13.400
 225.1250   24.106   10.380  190.000    3.560   -2.700  473.800   13.400
 225.1458   24.110   10.380  187.000    3.590   -2.700  489.200   13.300
 225.1667   24.103   10.380  189.000    3.590   -2.700  500.000   13.400
 225.1875   24.120   10.380  190.000    3.660   -2.700  500.000   13.400
 225.2083   24.121   10.380  184.000    3.700   -2.700  500.000   13.300
 225.2292   24.098   10.380  193.000    3.680   -2.700  146.200   13.400
 225.2500   24.098   10.380  190.000    3.750   -2.700  106.900   13.500
 225.2708   24.101   10.380  187.000    3.760   -2.700    5.000   13.400
 225.2917   24.109   10.390  190.000    3.790   -2.600  500.000   13.300
 225.3125   24.128   10.390  189.000    3.800   -2.700    4.700   13.400
 225.3333   24.130   10.390  190.000    3.780   -2.700  500.000   13.200
 225.3542   24.125   10.400  189.000    3.790   -2.600  500.000   13.200
 225.3750   24.124   10.400  183.000    3.800   -2.700  500.000   13.200
 225.3958   24.138   10.410  202.000    3.770   -2.700  500.000   13.400
 225.4167   24.131   10.410  195.000    3.740   -2.700  415.700   13.400
 225.4375   24.143   10.420  187.000    3.670   -2.700  164.100   13.500
 225.4583   24.163   10.420  186.000    3.640   -2.700    5.200   13.500
 225.4792   24.163   10.430  192.000    3.610   -2.700  117.500   13.500
 225.5000   24.147   10.440  187.000    3.550   -2.700   10.300   13.400
 225.5208   24.152   10.450  189.000    3.550   -2.700   18.100   13.400
 225.5417   24.149   10.460  188.000    3.480   -2.700   70.100   13.400
 225.5625   24.141   10.480  191.000    3.430   -2.700  500.000   13.200
 225.5833   24.136   10.480  199.000    3.400   -2.700   15.300   13.500
 225.6042   24.132   10.490  188.000    3.390   -2.700    6.700   13.400
 225.6250   24.103   10.500  201.000    3.340   -2.700  500.000   13.100
 225.6458   24.102   10.500  185.000    3.340   -2.700  252.000   13.300
 225.6667   24.108   10.510  190.000    3.310   -2.700  295.100   13.000
 225.6875   24.093   10.510  191.000    3.290   -2.700  500.000   13.100
 225.7083   24.093   10.500  192.000    3.290   -2.700  500.000   13.400
 225.7292   24.083   10.500  195.000    3.300   -2.700  500.000   13.400
 225.7500   24.095   10.500  157.000    3.290   -2.700  500.000   13.300
 225.7708   24.079   10.490  205.000    3.340   -2.700  500.000   13.400
 225.7917   24.083   10.490  192.000    3.330   -2.700  265.300   13.300
 225.8125   24.087   10.490  175.000    3.370   -2.700  274.500   13.400
 225.8333   24.104   10.490  196.000    3.420   -2.700  113.500   13.400
 225.8542   24.100   10.490  175.000    3.420   -2.700  229.900   13.400
 225.8750   24.100   10.490  187.000    3.460   -2.700    8.100   13.400
 225.8958   24.107   10.500  185.000    3.530   -2.700  304.800   13.100
 225.9167   24.116   10.500  186.000    3.540   -2.700   67.400   13.400
 225.9375   24.125   10.500  183.000    3.570   -2.700   55.100   13.400
 225.9583   24.143   10.510  204.000    3.600   -2.700  380.000   13.200
 225.9792   24.130   10.510  205.000    3.600   -2.700  500.000   13.300
 226.0000   24.136   10.510  189.000    3.600   -2.700  500.000   13.400
 226.0208   24.138   10.510  187.000    3.610   -2.700  126.100   13.500
 226.0417   24.139   10.520  213.000    3.590   -2.700   18.800   13.500
 226.0625   24.145   10.520  234.000    3.570   -2.700  500.000   13.200
 226.0833   24.148   10.520  168.000    3.550   -2.700  500.000   13.400
 226.1042   24.152   10.530  192.000    3.530   -2.700   22.800   13.400
 226.1250   24.143   10.530  180.000    3.500   -2.700  500.000   13.400
 226.1458   24.130   10.530  166.000    3.460   -2.700  500.000   13.400
 226.1667   24.128   10.540  199.000    3.410   -2.700  500.000   13.300
 226.1875   24.116   10.550  192.000    3.400   -2.700  371.300   13.400
 226.2083   24.127   10.550  200.000    3.360   -2.700  369.100   13.400
 226.2292   24.111   10.570  187.000    3.340   -2.700  312.900   13.400
 226.2500   24.119   10.570  171.000    3.310   -2.700  318.400   13.500
 226.2708   24.105   10.580  181.000    3.280   -2.700    8.000   13.500
 226.2917   24.111   10.580   91.000    3.250   -2.700  405.200   13.400
 226.3125   24.110   10.580  208.000    3.240   -2.700  500.000   13.300
 226.3333   24.108   10.580  190.000    3.250   -2.700  249.900   13.200
 226.3542   24.110   10.580  336.000    3.220   -2.700   52.200   13.400
 226.3750   24.109   10.580  161.000    3.240   -2.700  159.700   13.400
 226.3958   24.112   10.580  179.000    3.230   -2.700  500.000   13.400
 226.4167   24.110   10.580  253.000    3.200   -2.700   20.200   13.500
 226.4375   24.103   10.580  270.000    3.220   -2.700  102.400   13.400
 226.4583   24.096   10.590  368.000    3.250   -2.700  500.000   13.400
 226.4792   24.094   10.580  325.000    3.270   -2.700  500.000   13.400
 226.5000   24.100   10.580  201.000    3.300   -2.700  500.000   13.500
 226.5208   24.098   10.590  124.000    3.360   -2.700    4.300   13.500
 226.5417   24.094   10.590  146.000    3.370   -2.700    5.200   13.500
 226.5625   24.089   10.590  224.000    3.390   -2.700  500.000   13.400
 226.5833   24.084   10.600  130.000    3.450   -2.700   25.600   13.400
 226.6042   24.081   10.610  171.000    3.490   -2.700    5.300   13.400
 226.6250   24.072   10.620  178.000    3.550   -2.700    5.800   13.400
 226.6458   24.072   10.630  165.000    3.600   -2.700  500.000   13.400
 226.6667   24.052   10.640  232.000    3.640   -2.700   73.700   13.400
 226.6875   24.059   10.640  295.000    3.630   -2.700   12.200   13.500
 226.7083   24.046   10.650  221.000    3.660   -2.700  500.000   13.400
 226.7292   24.062   10.660  202.000    3.660   -2.700  500.000   13.300
 226.7500   24.069   10.660  170.000    3.670   -2.700   29.300   13.400
 226.7708   24.078   10.670  144.000    3.680   -2.700  500.000   13.300
 226.7917   24.082   10.670  194.000    3.700   -2.700  353.400   13.300
 226.8125   24.076   10.670  108.000    3.670   -2.700    6.800   13.400
 226.8333   24.077   10.670  245.000    3.710   -2.700  261.400   13.300
 226.8542   24.074   10.670  106.000    3.650   -2.700  500.000   13.300
 226.8750   24.079   10.670  152.000    3.630   -2.700  500.000   13.300
 226.8958   24.073   10.670   92.000    3.660   -2.600  500.000   13.400
 226.9167   24.076   10.670   84.000    3.660   -2.700    9.200   13.400
 226.9375   24.068   10.670  205.000    3.650   -2.700   15.200   13.400
 226.9583   24.064   10.660  258.000    3.590   -2.700   31.400   13.400
 226.9792   24.041   10.660  237.000    3.630   -2.700   39.500   13.300
 227.0000   24.042   10.660  191.000    3.620   -2.700   37.600   13.400
 227.0208   24.031   10.670  192.000    3.590   -2.700  197.900   13.400
 227.0417   24.038   10.670  191.000    3.600   -2.700  500.000   13.300
 227.0625   24.007   10.670  207.000    3.590   -2.700  202.800   13.200
 227.0833   24.012   10.670  196.000    3.540   -2.700  285.300   13.400
 227.1042   24.007   10.680  191.000    3.610   -2.700  500.000   13.300
 227.1250   24.016   10.680  191.000    3.650   -2.700  500.000   13.400
 227.1458   24.016   10.690  191.000    3.660   -2.700  500.000   13.400
 227.1667   24.012   10.690  182.000    3.650   -2.700  500.000   13.300
 227.1875   24.022   10.700  191.000    3.660   -2.700  500.000   13.400
 227.2083   24.020   10.710  192.000    3.680   -2.700  500.000   13.300
 227.2292   24.030   10.720  192.000    3.700   -2.700  500.000   13.300
 227.2500   24.046   10.730  192.000    3.700   -2.700  500.000   13.300
 227.2708   24.046   10.740  191.000    3.700   -2.700  500.000   13.200
 227.2917   24.045   10.750  192.000    3.730   -2.700  500.000   13.400
 227.3125   24.061   10.760  192.000    3.710   -2.700  500.000   13.200
 227.3333   24.063   10.760  191.000    3.740   -2.700  500.000   13.200
 227.3542   24.071   10.770  191.000    3.710   -2.700  500.000   13.200
 227.3750   24.072   10.770  192.000    3.710   -2.700  500.000   13.200
 227.3958   24.092   10.770  192.000    3.720   -2.700  500.000   13.100
 227.4167   24.082   10.770  192.000    3.710   -2.700  500.000   13.200
 227.4375   24.089   10.770  191.000    3.710   -2.700  500.000   13.100
 227.4583   24.095   10.770  192.000    3.690   -2.700  500.000   13.200
 227.4792   24.090   10.770  192.000    3.680   -2.700  500.000   13.200
 227.5000   24.100   10.770  192.000    3.680   -2.700  500.000   13.200
 227.5208   24.098   10.770  149.000    3.680   -2.700  500.000   13.300
 227.5417   24.086   10.770  192.000    3.680   -2.700  500.000   13.200
 227.5625   24.087   10.770  192.000    3.690   -2.700  500.000   13.100
 227.5833   24.098   10.770  192.000    3.670   -2.700  500.000   13.100
 227.6042   24.082   10.780  192.000    3.630   -2.700  500.000   13.000
 227.6250   24.070   10.780  192.000    3.650   -2.700  500.000   13.000
 227.6458   24.070   10.790  192.000    3.660   -2.700  500.000   13.200
 227.6667   24.067   10.790  191.000    3.630   -2.700  500.000   13.100
 227.6875   24.067   10.790  179.000    3.580   -2.700  500.000   13.200
 227.7083   24.055   10.800  192.000    3.600   -2.700  500.000   13.000
 227.7292   24.045   10.800  192.000    3.620   -2.700  500.000   13.100
 227.7500   24.052   10.800  192.000    3.600   -2.700  500.000   13.000
 227.7708   24.028   10.810  178.000    3.600   -2.700  500.000   13.100
 227.7917   24.021   10.810  190.000    3.610   -2.700  500.000   13.200
 227.8125   24.050   10.820  192.000    3.590   -2.700  500.000   13.300
 227.8333   24.046   10.830  192.000    3.600   -2.700  500.000   13.300
 227.8542   24.060   10.840  192.000    3.690   -2.700  500.000   13.200
 227.8750   24.043   10.850  192.000    3.650   -2.700  500.000   13.100
 227.8958   24.061   10.860  192.000    3.630   -2.700  500.000   13.400
 227.9167   24.063   10.880  192.000    3.660   -2.700  500.000   13.300
 227.9375   24.076   10.890  193.000    3.680   -2.700  500.000   13.400
 227.9583   24.085   10.900  192.000    3.660   -2.700  500.000   13.400
 227.9792   24.082   10.900  193.000    3.680   -2.700  500.000   13.300
 228.0000   24.094   10.910  193.000    3.680   -2.700  500.000   13.400
 228.0208   24.098   10.920  193.000    3.700   -2.700  500.000   13.400
 228.0417   24.069   10.930  209.000    3.630   -2.700  500.000   13.400
 228.0625   24.085   10.930  193.000    3.680   -2.700  500.000   13.400
 228.0833   24.077   10.930  193.000    3.680   -2.700  500.000   13.300
 228.1042   24.061   10.930  193.000    3.670   -2.700  500.000   13.400
 228.1250   24.053   10.930  193.000    3.650   -2.700  500.000   13.400
 228.1458   24.044   10.930  192.000    3.660   -2.700  500.000   13.400
 228.1667   24.025   10.930  194.000    3.670   -2.700  500.000   13.300
 228.1875   24.059   10.920  193.000    3.540   -2.700  500.000   13.400
 228.2083   24.029   10.920  193.000    3.620   -2.700  500.000   13.300
 228.2292   24.050   10.910  193.000    3.580   -2.700  500.000   13.300
 228.2500   24.015   10.920  193.000    3.580   -2.700  500.000   13.300
 228.2708   24.045   10.910  193.000    3.570   -2.700  500.000   13.300
 228.2917   24.016   10.910  193.000    3.570   -2.700  500.000   13.300
 228.3125   24.016   10.910  193.000    3.540   -2.700  500.000   13.300
 228.3333   24.026   10.910  193.000    3.540   -2.700  500.000   13.300
 228.3542   24.050   10.920  193.000    3.570   -2.700  500.000   13.300
 228.3750   24.029   10.930  192.000    3.620   -2.700  500.000   13.400
 228.3958   24.050   10.930  193.000    3.590   -2.700  500.000   13.300
 228.4167   24.058   10.940  193.000    3.600   -2.700  500.000   13.400
 228.4375   24.038   10.940  193.000    3.610   -2.700  500.000   13.300
 228.4583   24.050   10.940  193.000    3.610   -2.700  500.000   13.300
 228.4792   24.051   10.950  193.000    3.660   -2.700  500.000   13.400
 228.5000   24.042   10.950  193.000    3.640   -2.700  500.000   13.300
 228.5208   24.041   10.960  193.000    3.670   -2.700  500.000   13.400
 228.5417   24.048   10.960  193.000    3.650   -2.700  500.000   13.300
 228.5625   24.042   10.960  193.000    3.650   -2.700  500.000   13.300
 228.5833   24.042   10.960  193.000    3.670   -2.700  500.000   13.300
 228.6042   24.037   10.970  193.000    3.650   -2.700  500.000   13.300
 228.6250   24.037   10.970  193.000    3.630   -2.700  500.000   13.300
 228.6458   24.033   10.970  193.000    3.630   -2.700  500.000   13.300
 228.6667   24.050   10.970  193.000    3.670   -2.700  500.000   13.300
 228.6875   24.048   10.970  193.000    3.650   -2.700  500.000   13.200
 228.7083   24.062   10.970  193.000    3.640   -2.700  500.000   13.300
 228.7292   24.050   10.970  193.000    3.630   -2.700  500.000   13.300
 228.7500   24.048   10.970  193.000    3.620   -2.700  500.000   13.400
 228.7708   24.062   10.970  193.000    3.610   -2.700  500.000   13.300
 228.7917   24.060   10.970  193.000    3.620   -2.700  500.000   13.100
 228.8125   24.067   10.970  193.000    3.610   -2.700  500.000   13.300
 228.8333   24.069   10.970  193.000    3.620   -2.700  500.000   13.200
 228.8542   24.068   10.970  193.000    3.620   -2.700  500.000   13.300
 228.8750   24.068   10.970  193.000    3.630   -2.700  500.000   13.300
